OG0001122	riftia	.	.	.	RPACG00000004247.1	NO HIT
OG0022804	riftia	.	.	GO:0016021^cellular_component^integral component of membrane	RPACG00000006616.1	TRANSMEMBRANE PROTEIN 233	
OG0022805	riftia	.	.	GO:0003700^molecular_function^DNA-binding transcription factor activity`GO:0006355^biological_process^regulation of transcription DNA-templated	RPACG00000029866.1	FOS TRANSCRIPTION FACTOR-RELATED	
OG0022819	riftia	GO:0000981^molecular_function^DNA-binding transcription factor activity RNA polymerase II-specific`GO:0046872^molecular_function^metal ion binding`GO:0000977^molecular_function^RNA polymerase II transcription regulatory region sequence-specific DNA binding`GO:0030154^biological_process^cell differentiation`GO:0007275^biological_process^multicellular organism development`GO:0006357^biological_process^regulation of transcription by RNA polymerase II`GO:0007283^biological_process^spermatogenesis	GO:0000981^molecular_function^DNA-binding transcription factor activity RNA polymerase II-specific`GO:0046872^molecular_function^metal ion binding`GO:0000977^molecular_function^RNA polymerase II transcription regulatory region sequence-specific DNA binding`GO:0030154^biological_process^cell differentiation`GO:0007275^biological_process^multicellular organism development`GO:0006357^biological_process^regulation of transcription by RNA polymerase II`GO:0007283^biological_process^spermatogenesis	GO:0005515^molecular_function^protein binding`GO:0003676^molecular_function^nucleic acid binding	RPACG00000032709.1	ZINC FINGER PROTEIN 684	K09228
OG0022821	riftia	.	.	.	RPACG00000032675.1	NO HIT
OG0022835	riftia	.	.	.	RPACG00000010807.1	C-TYPE LECTIN SUPERFAMILY MEMBER	
OG0022840	riftia	GO:0005344^molecular_function^oxygen carrier activity	GO:0005344^molecular_function^oxygen carrier activity	.	RPACG00000034614.1	LOW-DENSITY LIPOPROTEIN RECEPTOR CLASS A DOMAIN-CONTAINING PROTEIN 3	
OG0022848	riftia	.	.	.	RPACG00000019305.1	GEO05078P1	
OG0022856	riftia	GO:0005891^cellular_component^voltage-gated calcium channel complex`GO:0005245^molecular_function^voltage-gated calcium channel activity	GO:0005891^cellular_component^voltage-gated calcium channel complex`GO:0005245^molecular_function^voltage-gated calcium channel activity	.	RPACG00000010771.1	VWFA AND CACHE DOMAIN-CONTAINING PROTEIN 1	
OG0022862	riftia	.	.	.	RPACG00000026632.1	SUBFAMILY NOT NAMED	
OG0022886	riftia	.	.	GO:0003676^molecular_function^nucleic acid binding	RPACG00000025180.2	FI01540P	
OG0022897	riftia	.	.	.	RPACG00000025848.1	NO HIT
OG0022900	riftia	GO:0046872^molecular_function^metal ion binding`GO:0004784^molecular_function^superoxide dismutase activity	GO:0046872^molecular_function^metal ion binding`GO:0004784^molecular_function^superoxide dismutase activity	GO:0004784^molecular_function^superoxide dismutase activity`GO:0046872^molecular_function^metal ion binding`GO:0006801^biological_process^superoxide metabolic process`GO:0055114^biological_process^oxidation-reduction process	RPACG00000004746.1	37S RIBOSOMAL PROTEIN S26 MITOCHONDRIAL	K04564
OG0022904	riftia	GO:0016323^cellular_component^basolateral plasma membrane`GO:0016021^cellular_component^integral component of membrane`GO:0005887^cellular_component^integral component of plasma membrane`GO:0005886^cellular_component^plasma membrane`GO:0005308^molecular_function^creatine transmembrane transporter activity`GO:0008028^molecular_function^monocarboxylic acid transmembrane transporter activity`GO:0015293^molecular_function^symporter activity`GO:0015881^biological_process^creatine transmembrane transport`GO:0015718^biological_process^monocarboxylic acid transport`GO:0150104^biological_process^transport across blood-brain barrier	GO:0016323^cellular_component^basolateral plasma membrane`GO:0016021^cellular_component^integral component of membrane`GO:0005887^cellular_component^integral component of plasma membrane`GO:0005886^cellular_component^plasma membrane`GO:0005308^molecular_function^creatine transmembrane transporter activity`GO:0008028^molecular_function^monocarboxylic acid transmembrane transporter activity`GO:0015293^molecular_function^symporter activity`GO:0015881^biological_process^creatine transmembrane transport`GO:0015718^biological_process^monocarboxylic acid transport`GO:0150104^biological_process^transport across blood-brain barrier	GO:0055085^biological_process^transmembrane transport`GO:0016021^cellular_component^integral component of membrane	RPACG00000001172.1	MONOCARBOXYLATE TRANSPORTER 12	K08190
OG0022918	riftia	GO:0005737^cellular_component^cytoplasm`GO:0005856^cellular_component^cytoskeleton`GO:0005829^cellular_component^cytosol`GO:0030175^cellular_component^filopodium`GO:0005794^cellular_component^Golgi apparatus`GO:0030027^cellular_component^lamellipodium`GO:0001726^cellular_component^ruffle`GO:0003779^molecular_function^actin binding`GO:0005085^molecular_function^guanyl-nucleotide exchange factor activity`GO:0046872^molecular_function^metal ion binding`GO:0031267^molecular_function^small GTPase binding`GO:0030036^biological_process^actin cytoskeleton organization`GO:0007010^biological_process^cytoskeleton organization`GO:0046847^biological_process^filopodium assembly`GO:0007186^biological_process^G protein-coupled receptor signaling pathway`GO:0043065^biological_process^positive regulation of apoptotic process`GO:0008360^biological_process^regulation of cell shape`GO:0043087^biological_process^regulation of GTPase activity`GO:0051056^biological_process^regulation of small GTPase mediated signal transduction	GO:0005737^cellular_component^cytoplasm`GO:0005856^cellular_component^cytoskeleton`GO:0005829^cellular_component^cytosol`GO:0030175^cellular_component^filopodium`GO:0005794^cellular_component^Golgi apparatus`GO:0030027^cellular_component^lamellipodium`GO:0001726^cellular_component^ruffle`GO:0003779^molecular_function^actin binding`GO:0005085^molecular_function^guanyl-nucleotide exchange factor activity`GO:0046872^molecular_function^metal ion binding`GO:0031267^molecular_function^small GTPase binding`GO:0030036^biological_process^actin cytoskeleton organization`GO:0007010^biological_process^cytoskeleton organization`GO:0046847^biological_process^filopodium assembly`GO:0007186^biological_process^G protein-coupled receptor signaling pathway`GO:0043065^biological_process^positive regulation of apoptotic process`GO:0008360^biological_process^regulation of cell shape`GO:0043087^biological_process^regulation of GTPase activity`GO:0051056^biological_process^regulation of small GTPase mediated signal transduction	GO:0035023^biological_process^regulation of Rho protein signal transduction`GO:0046872^molecular_function^metal ion binding	RPACG00000021165.1	PROTEIN CBR-EXC-5	K05723
OG0022919	riftia	.	.	.	RPACG00000021161.1	NO HIT
OG0022929	riftia	.	.	.	RPACG00000001707.1	NO HIT
OG0022930	riftia	.	.	.	RPACG00000022376.1	LIPOXYGENASE HOMOLOGY DOMAIN-CONTAINING PROTEIN 1	
OG0022935	riftia	.	.	.	RPACG00000017307.1	FAMILY NOT NAMED	
OG0022952	riftia	.	.	.	RPACG00000000932.1	NO HIT
OG0022953	riftia	GO:0030054^cellular_component^cell junction`GO:0016021^cellular_component^integral component of membrane`GO:0005886^cellular_component^plasma membrane`GO:0007155^biological_process^cell adhesion	GO:0030054^cellular_component^cell junction`GO:0016021^cellular_component^integral component of membrane`GO:0005886^cellular_component^plasma membrane`GO:0007155^biological_process^cell adhesion	.	RPACG00000013719.1	NECTIN-RELATED	
OG0022954	riftia	.	.	.	RPACG00000031049.1	NO HIT
OG0022954	riftia	GO:0009986^cellular_component^cell surface`GO:0031012^cellular_component^extracellular matrix`GO:0005576^cellular_component^extracellular region`GO:0005615^cellular_component^extracellular space`GO:0016021^cellular_component^integral component of membrane`GO:0097730^cellular_component^non-motile cilium`GO:0005509^molecular_function^calcium ion binding`GO:0005201^molecular_function^extracellular matrix structural constituent`GO:0000902^biological_process^cell morphogenesis`GO:0042052^biological_process^rhabdomere development`GO:0010378^biological_process^temperature compensation of the circadian clock	GO:0009986^cellular_component^cell surface`GO:0031012^cellular_component^extracellular matrix`GO:0005576^cellular_component^extracellular region`GO:0005615^cellular_component^extracellular space`GO:0016021^cellular_component^integral component of membrane`GO:0097730^cellular_component^non-motile cilium`GO:0005509^molecular_function^calcium ion binding`GO:0005201^molecular_function^extracellular matrix structural constituent`GO:0000902^biological_process^cell morphogenesis`GO:0042052^biological_process^rhabdomere development`GO:0010378^biological_process^temperature compensation of the circadian clock	.	RPACG00000031052.1	NOTCH LIGAND FAMILY MEMBER	
OG0022958	riftia	.	.	.	RPACG00000032369.1	MYOSIN HEAVY CHAIN-LIKE PROTEIN	
OG0022960	riftia	.	.	.	RPACG00000009232.1	NO HIT
OG0022970	riftia	.	.	.	RPACG00000028267.1	DUAL SPECIFICITY PROTEIN PHOSPHATASE	K04459
OG0022975	riftia	.	.	.	RPACG00000019215.1	SUBFAMILY NOT NAMED	
OG0022980	riftia	.	.	.	RPACG00000007810.1	NO HIT
OG0022990	riftia	GO:0016021^cellular_component^integral component of membrane`GO:0016020^cellular_component^membrane`GO:0005262^molecular_function^calcium channel activity`GO:0005509^molecular_function^calcium ion binding`GO:0030246^molecular_function^carbohydrate binding`GO:0050982^biological_process^detection of mechanical stimulus	GO:0016021^cellular_component^integral component of membrane`GO:0016020^cellular_component^membrane`GO:0005262^molecular_function^calcium channel activity`GO:0005509^molecular_function^calcium ion binding`GO:0030246^molecular_function^carbohydrate binding`GO:0050982^biological_process^detection of mechanical stimulus	GO:0005515^molecular_function^protein binding	RPACG00000006212.1	POLYCYSTIN FAMILY MEMBER	K04988
OG0022991	riftia	.	.	.	RPACG00000006715.1	NO HIT
OG0022993	riftia	.	.	.	RPACG00000032793.1	NO HIT
OG0022994	riftia	.	.	.	RPACG00000032788.1	NO HIT
OG0023005	riftia	.	.	.	RPACG00000016193.1	NO HIT
OG0023006	riftia	.	.	.	RPACG00000000835.1	PROLINE-RICH PROTEIN 11	
OG0023007	riftia	.	.	.	RPACG00000026424.1	NO HIT
OG0023009	riftia	GO:0005887^cellular_component^integral component of plasma membrane`GO:0005886^cellular_component^plasma membrane`GO:0005524^molecular_function^ATP binding`GO:0005525^molecular_function^GTP binding`GO:0004383^molecular_function^guanylate cyclase activity`GO:0042562^molecular_function^hormone binding`GO:0042802^molecular_function^identical protein binding`GO:0016941^molecular_function^natriuretic peptide receptor activity`GO:0017046^molecular_function^peptide hormone binding`GO:0001653^molecular_function^peptide receptor activity`GO:0004672^molecular_function^protein kinase activity`GO:0060348^biological_process^bone development`GO:0097011^biological_process^cellular response to granulocyte macrophage colony-stimulating factor stimulus`GO:0006182^biological_process^cGMP biosynthetic process`GO:0019934^biological_process^cGMP-mediated signaling`GO:0051447^biological_process^negative regulation of meiotic cell cycle`GO:1900194^biological_process^negative regulation of oocyte maturation`GO:0001503^biological_process^ossification`GO:0010753^biological_process^positive regulation of cGMP-mediated signaling`GO:0007168^biological_process^receptor guanylyl cyclase signaling pathway`GO:0022414^biological_process^reproductive process`GO:0007165^biological_process^signal transduction	GO:0005887^cellular_component^integral component of plasma membrane`GO:0005886^cellular_component^plasma membrane`GO:0005524^molecular_function^ATP binding`GO:0005525^molecular_function^GTP binding`GO:0004383^molecular_function^guanylate cyclase activity`GO:0042562^molecular_function^hormone binding`GO:0042802^molecular_function^identical protein binding`GO:0016941^molecular_function^natriuretic peptide receptor activity`GO:0017046^molecular_function^peptide hormone binding`GO:0001653^molecular_function^peptide receptor activity`GO:0004672^molecular_function^protein kinase activity`GO:0060348^biological_process^bone development`GO:0097011^biological_process^cellular response to granulocyte macrophage colony-stimulating factor stimulus`GO:0006182^biological_process^cGMP biosynthetic process`GO:0019934^biological_process^cGMP-mediated signaling`GO:0051447^biological_process^negative regulation of meiotic cell cycle`GO:1900194^biological_process^negative regulation of oocyte maturation`GO:0001503^biological_process^ossification`GO:0010753^biological_process^positive regulation of cGMP-mediated signaling`GO:0007168^biological_process^receptor guanylyl cyclase signaling pathway`GO:0022414^biological_process^reproductive process`GO:0007165^biological_process^signal transduction	GO:0016849^molecular_function^phosphorus-oxygen lyase activity`GO:0009190^biological_process^cyclic nucleotide biosynthetic process`GO:0035556^biological_process^intracellular signal transduction	RPACG00000002931.1	FI12009P	
OG0023023	riftia	.	.	.	RPACG00000007781.1	NO HIT
OG0023023	riftia	.	.	.	RPACG00000007784.1	METALLOENDOPEPTIDASE	
OG0023029	riftia	GO:0005789^cellular_component^endoplasmic reticulum membrane`GO:0016021^cellular_component^integral component of membrane`GO:0005886^cellular_component^plasma membrane`GO:0120200^cellular_component^rod photoreceptor outer segment`GO:0005524^molecular_function^ATP binding`GO:0005525^molecular_function^GTP binding`GO:0004383^molecular_function^guanylate cyclase activity`GO:0001653^molecular_function^peptide receptor activity`GO:0042803^molecular_function^protein homodimerization activity`GO:0004672^molecular_function^protein kinase activity`GO:0006182^biological_process^cGMP biosynthetic process`GO:0035556^biological_process^intracellular signal transduction`GO:0007168^biological_process^receptor guanylyl cyclase signaling pathway`GO:0007165^biological_process^signal transduction`GO:0007601^biological_process^visual perception	GO:0005789^cellular_component^endoplasmic reticulum membrane`GO:0016021^cellular_component^integral component of membrane`GO:0005886^cellular_component^plasma membrane`GO:0120200^cellular_component^rod photoreceptor outer segment`GO:0005524^molecular_function^ATP binding`GO:0005525^molecular_function^GTP binding`GO:0004383^molecular_function^guanylate cyclase activity`GO:0001653^molecular_function^peptide receptor activity`GO:0042803^molecular_function^protein homodimerization activity`GO:0004672^molecular_function^protein kinase activity`GO:0006182^biological_process^cGMP biosynthetic process`GO:0035556^biological_process^intracellular signal transduction`GO:0007168^biological_process^receptor guanylyl cyclase signaling pathway`GO:0007165^biological_process^signal transduction`GO:0007601^biological_process^visual perception	GO:0016849^molecular_function^phosphorus-oxygen lyase activity`GO:0009190^biological_process^cyclic nucleotide biosynthetic process`GO:0035556^biological_process^intracellular signal transduction	RPACG00000031453.1	FI12009P	
OG0023032							
OG0023033	riftia	GO:0005576^cellular_component^extracellular region`GO:0007218^biological_process^neuropeptide signaling pathway	GO:0005576^cellular_component^extracellular region`GO:0007218^biological_process^neuropeptide signaling pathway	GO:0007218^biological_process^neuropeptide signaling pathway	RPACG00000027461.1	FMRF-LIKE PEPTIDE	
OG0023036							
OG0023043	riftia	GO:0031672^cellular_component^A band`GO:0005887^cellular_component^integral component of plasma membrane`GO:0031430^cellular_component^M band`GO:0005524^molecular_function^ATP binding`GO:0090736^molecular_function^MATH domain binding`GO:0019902^molecular_function^phosphatase binding`GO:0004672^molecular_function^protein kinase activity`GO:0034613^biological_process^cellular protein localization`GO:0031034^biological_process^myosin filament assembly`GO:1905905^biological_process^pharyngeal gland morphogenesis`GO:0010628^biological_process^positive regulation of gene expression`GO:0040017^biological_process^positive regulation of locomotion`GO:1905552^biological_process^positive regulation of protein localization to endoplasmic reticulum`GO:0060298^biological_process^positive regulation of sarcomere organization`GO:0045989^biological_process^positive regulation of striated muscle contraction`GO:0014722^biological_process^regulation of skeletal muscle contraction by calcium ion signaling`GO:0045214^biological_process^sarcomere organization`GO:0030241^biological_process^skeletal muscle myosin thick filament assembly`GO:0071688^biological_process^striated muscle myosin thick filament assembly	GO:0031672^cellular_component^A band`GO:0005887^cellular_component^integral component of plasma membrane`GO:0031430^cellular_component^M band`GO:0005524^molecular_function^ATP binding`GO:0090736^molecular_function^MATH domain binding`GO:0019902^molecular_function^phosphatase binding`GO:0004672^molecular_function^protein kinase activity`GO:0034613^biological_process^cellular protein localization`GO:0031034^biological_process^myosin filament assembly`GO:1905905^biological_process^pharyngeal gland morphogenesis`GO:0010628^biological_process^positive regulation of gene expression`GO:0040017^biological_process^positive regulation of locomotion`GO:1905552^biological_process^positive regulation of protein localization to endoplasmic reticulum`GO:0060298^biological_process^positive regulation of sarcomere organization`GO:0045989^biological_process^positive regulation of striated muscle contraction`GO:0014722^biological_process^regulation of skeletal muscle contraction by calcium ion signaling`GO:0045214^biological_process^sarcomere organization`GO:0030241^biological_process^skeletal muscle myosin thick filament assembly`GO:0071688^biological_process^striated muscle myosin thick filament assembly	.	RPACG00000010554.1	RIKEN CDNA D130052B06 GENE	
OG0023044	riftia	GO:0062023^cellular_component^collagen-containing extracellular matrix`GO:0005615^cellular_component^extracellular space`GO:0005770^cellular_component^late endosome`GO:0030154^biological_process^cell differentiation`GO:0008407^biological_process^chaeta morphogenesis`GO:0048749^biological_process^compound eye development`GO:0008587^biological_process^imaginal disc-derived wing margin morphogenesis`GO:0007399^biological_process^nervous system development`GO:0007219^biological_process^Notch signaling pathway`GO:0016318^biological_process^ommatidial rotation`GO:0097305^biological_process^response to alcohol	GO:0062023^cellular_component^collagen-containing extracellular matrix`GO:0005615^cellular_component^extracellular space`GO:0005770^cellular_component^late endosome`GO:0030154^biological_process^cell differentiation`GO:0008407^biological_process^chaeta morphogenesis`GO:0048749^biological_process^compound eye development`GO:0008587^biological_process^imaginal disc-derived wing margin morphogenesis`GO:0007399^biological_process^nervous system development`GO:0007219^biological_process^Notch signaling pathway`GO:0016318^biological_process^ommatidial rotation`GO:0097305^biological_process^response to alcohol	.	RPACG00000016654.1	SUBFAMILY NOT NAMED	K10104
OG0023044	riftia	GO:0062023^cellular_component^collagen-containing extracellular matrix`GO:0070062^cellular_component^extracellular exosome`GO:0005576^cellular_component^extracellular region`GO:0005615^cellular_component^extracellular space`GO:0005577^cellular_component^fibrinogen complex`GO:1904813^cellular_component^ficolin-1-rich granule lumen`GO:0008233^molecular_function^peptidase activity`GO:0005102^molecular_function^signaling receptor binding`GO:0002381^biological_process^immunoglobulin production involved in immunoglobulin-mediated immune response`GO:0050687^biological_process^negative regulation of defense response to virus`GO:0002605^biological_process^negative regulation of dendritic cell antigen processing and presentation`GO:0002617^biological_process^negative regulation of macrophage antigen processing and presentation`GO:0043381^biological_process^negative regulation of memory T cell differentiation`GO:0043312^biological_process^neutrophil degranulation`GO:0002291^biological_process^T cell activation via T cell receptor contact with antigen bound to MHC molecule on antigen presenting cell	GO:0062023^cellular_component^collagen-containing extracellular matrix`GO:0070062^cellular_component^extracellular exosome`GO:0005576^cellular_component^extracellular region`GO:0005615^cellular_component^extracellular space`GO:0005577^cellular_component^fibrinogen complex`GO:1904813^cellular_component^ficolin-1-rich granule lumen`GO:0008233^molecular_function^peptidase activity`GO:0005102^molecular_function^signaling receptor binding`GO:0002381^biological_process^immunoglobulin production involved in immunoglobulin-mediated immune response`GO:0050687^biological_process^negative regulation of defense response to virus`GO:0002605^biological_process^negative regulation of dendritic cell antigen processing and presentation`GO:0002617^biological_process^negative regulation of macrophage antigen processing and presentation`GO:0043381^biological_process^negative regulation of memory T cell differentiation`GO:0043312^biological_process^neutrophil degranulation`GO:0002291^biological_process^T cell activation via T cell receptor contact with antigen bound to MHC molecule on antigen presenting cell	.	RPACG00000031730.1	FIBRINOGEN/TENASCIN/ANGIOPOEITIN	K10104
OG0023045	riftia	.	.	GO:0008061^molecular_function^chitin binding`GO:0006030^biological_process^chitin metabolic process`GO:0005576^cellular_component^extracellular region	RPACG00000037032.1	GASP ISOFORM A-RELATED	
OG0023047	riftia	GO:0005576^cellular_component^extracellular region`GO:0007218^biological_process^neuropeptide signaling pathway	GO:0005576^cellular_component^extracellular region`GO:0007218^biological_process^neuropeptide signaling pathway	.	RPACG00000000487.1	NEUROPEPTIDE-LIKE PROTEIN	
OG0023054							
OG0023055	riftia	.	.	.	RPACG00000030277.1	NO HIT
OG0023061	riftia	.	.	.	RPACG00000028349.1	SUBFAMILY NOT NAMED	
OG0023062	riftia	.	.	.	RPACG00000008442.1	NO HIT
OG0023067	riftia	GO:0005829^cellular_component^cytosol`GO:0005654^cellular_component^nucleoplasm`GO:0004879^molecular_function^nuclear receptor activity`GO:0042803^molecular_function^protein homodimerization activity`GO:0001972^molecular_function^retinoic acid binding`GO:0000978^molecular_function^RNA polymerase II cis-regulatory region sequence-specific DNA binding`GO:0008270^molecular_function^zinc ion binding`GO:0048856^biological_process^anatomical structure development`GO:0009952^biological_process^anterior/posterior pattern specification`GO:0048514^biological_process^blood vessel morphogenesis`GO:0030154^biological_process^cell differentiation`GO:0009566^biological_process^fertilization`GO:0030900^biological_process^forebrain development`GO:0060173^biological_process^limb development`GO:0001893^biological_process^maternal placenta development`GO:0045736^biological_process^negative regulation of cyclin-dependent protein serine/threonine kinase activity`GO:0010596^biological_process^negative regulation of endothelial cell migration`GO:0001937^biological_process^negative regulation of endothelial cell proliferation`GO:0000122^biological_process^negative regulation of transcription by RNA polymerase II`GO:0001764^biological_process^neuron migration`GO:0060674^biological_process^placenta blood vessel development`GO:0045893^biological_process^positive regulation of transcription DNA-templated`GO:0009956^biological_process^radial pattern formation`GO:0006357^biological_process^regulation of transcription by RNA polymerase II`GO:0060849^biological_process^obsolete regulation of transcription involved in lymphatic endothelial cell fate commitment`GO:0007519^biological_process^skeletal muscle tissue development`GO:0060707^biological_process^trophoblast giant cell differentiation	GO:0005829^cellular_component^cytosol`GO:0005654^cellular_component^nucleoplasm`GO:0004879^molecular_function^nuclear receptor activity`GO:0042803^molecular_function^protein homodimerization activity`GO:0001972^molecular_function^retinoic acid binding`GO:0000978^molecular_function^RNA polymerase II cis-regulatory region sequence-specific DNA binding`GO:0008270^molecular_function^zinc ion binding`GO:0048856^biological_process^anatomical structure development`GO:0009952^biological_process^anterior/posterior pattern specification`GO:0048514^biological_process^blood vessel morphogenesis`GO:0030154^biological_process^cell differentiation`GO:0009566^biological_process^fertilization`GO:0030900^biological_process^forebrain development`GO:0060173^biological_process^limb development`GO:0001893^biological_process^maternal placenta development`GO:0045736^biological_process^negative regulation of cyclin-dependent protein serine/threonine kinase activity`GO:0010596^biological_process^negative regulation of endothelial cell migration`GO:0001937^biological_process^negative regulation of endothelial cell proliferation`GO:0000122^biological_process^negative regulation of transcription by RNA polymerase II`GO:0001764^biological_process^neuron migration`GO:0060674^biological_process^placenta blood vessel development`GO:0045893^biological_process^positive regulation of transcription DNA-templated`GO:0009956^biological_process^radial pattern formation`GO:0006357^biological_process^regulation of transcription by RNA polymerase II`GO:0060849^biological_process^obsolete regulation of transcription involved in lymphatic endothelial cell fate commitment`GO:0007519^biological_process^skeletal muscle tissue development`GO:0060707^biological_process^trophoblast giant cell differentiation	GO:0003700^molecular_function^DNA-binding transcription factor activity`GO:0008270^molecular_function^zinc ion binding`GO:0043565^molecular_function^sequence-specific DNA binding`GO:0006355^biological_process^regulation of transcription DNA-templated`GO:0005634^cellular_component^nucleus	RPACG00000032958.1	ECDYSONE RECEPTOR	
OG0023072	riftia	GO:0032579^cellular_component^apical lamina of hyaline layer`GO:0031410^cellular_component^cytoplasmic vesicle`GO:0005615^cellular_component^extracellular space`GO:0009374^molecular_function^biotin binding`GO:0005509^molecular_function^calcium ion binding	GO:0032579^cellular_component^apical lamina of hyaline layer`GO:0031410^cellular_component^cytoplasmic vesicle`GO:0005615^cellular_component^extracellular space`GO:0009374^molecular_function^biotin binding`GO:0005509^molecular_function^calcium ion binding	GO:0005509^molecular_function^calcium ion binding	RPACG00000008044.1	CRUMBS FAMILY MEMBER	K02599
OG0023084	riftia	.	.	.	RPACG00000024904.1	DELTA-LIKE PROTEIN B	
OG0023084	riftia	.	.	.	RPACG00000024906.1	NO HIT
OG0023087	riftia	.	.	.	RPACG00000004723.1	NO HIT
OG0023110	riftia	.	.	.	RPACG00000000912.1	VARIANT-SPECIFIC SURFACE PROTEIN	K23379
OG0023507	riftia	.	.	.	RPACG00000002337.1	NO HIT
OG0026816	riftia	GO:0005856^cellular_component^cytoskeleton`GO:0005829^cellular_component^cytosol`GO:0005634^cellular_component^nucleus`GO:0097190^biological_process^apoptotic signaling pathway`GO:1901223^biological_process^negative regulation of NIK/NF-kappaB signaling`GO:0043280^biological_process^positive regulation of cysteine-type endopeptidase activity involved in apoptotic process	GO:0005856^cellular_component^cytoskeleton`GO:0005829^cellular_component^cytosol`GO:0005634^cellular_component^nucleus`GO:0097190^biological_process^apoptotic signaling pathway`GO:1901223^biological_process^negative regulation of NIK/NF-kappaB signaling`GO:0043280^biological_process^positive regulation of cysteine-type endopeptidase activity involved in apoptotic process	GO:0005515^molecular_function^protein binding	RPACG00000013029.1	UVEAL AUTOANTIGEN WITH COILED-COIL DOMAINS AND ANKYRIN REPEATS	
OG0026820	riftia	.	.	.	RPACG00000007146.1	NO HIT
OG0026830	riftia	GO:0005783^cellular_component^endoplasmic reticulum`GO:0005789^cellular_component^endoplasmic reticulum membrane`GO:0044322^cellular_component^endoplasmic reticulum quality control compartment`GO:0030176^cellular_component^integral component of endoplasmic reticulum membrane`GO:0031966^cellular_component^mitochondrial membrane`GO:0004175^molecular_function^endopeptidase activity`GO:0004252^molecular_function^serine-type endopeptidase activity`GO:0006915^biological_process^apoptotic process`GO:0034620^biological_process^cellular response to unfolded protein`GO:0034644^biological_process^cellular response to UV`GO:0036503^biological_process^ERAD pathway`GO:0031293^biological_process^membrane protein intracellular domain proteolysis`GO:0033619^biological_process^membrane protein proteolysis`GO:1904211^biological_process^membrane protein proteolysis involved in retrograde protein transport ER to cytosol`GO:0043066^biological_process^negative regulation of apoptotic process`GO:0045732^biological_process^positive regulation of protein catabolic process`GO:0010954^biological_process^positive regulation of protein processing`GO:0051047^biological_process^positive regulation of secretion`GO:0043687^biological_process^post-translational protein modification`GO:0048515^biological_process^spermatid differentiation	GO:0005783^cellular_component^endoplasmic reticulum`GO:0005789^cellular_component^endoplasmic reticulum membrane`GO:0044322^cellular_component^endoplasmic reticulum quality control compartment`GO:0030176^cellular_component^integral component of endoplasmic reticulum membrane`GO:0031966^cellular_component^mitochondrial membrane`GO:0004175^molecular_function^endopeptidase activity`GO:0004252^molecular_function^serine-type endopeptidase activity`GO:0006915^biological_process^apoptotic process`GO:0034620^biological_process^cellular response to unfolded protein`GO:0034644^biological_process^cellular response to UV`GO:0036503^biological_process^ERAD pathway`GO:0031293^biological_process^membrane protein intracellular domain proteolysis`GO:0033619^biological_process^membrane protein proteolysis`GO:1904211^biological_process^membrane protein proteolysis involved in retrograde protein transport ER to cytosol`GO:0043066^biological_process^negative regulation of apoptotic process`GO:0045732^biological_process^positive regulation of protein catabolic process`GO:0010954^biological_process^positive regulation of protein processing`GO:0051047^biological_process^positive regulation of secretion`GO:0043687^biological_process^post-translational protein modification`GO:0048515^biological_process^spermatid differentiation	GO:0004252^molecular_function^serine-type endopeptidase activity`GO:0016021^cellular_component^integral component of membrane	RPACG00000021447.1	RHOMBOID PROTEIN 2	K09651
OG0026839	riftia	.	.	.	RPACG00000010857.1	NO HIT
OG0026849	riftia	GO:0001669^cellular_component^acrosomal vesicle`GO:0005737^cellular_component^cytoplasm`GO:0031514^cellular_component^motile cilium`GO:0005634^cellular_component^nucleus`GO:0005524^molecular_function^ATP binding`GO:0000287^molecular_function^magnesium ion binding`GO:0004674^molecular_function^protein serine/threonine kinase activity`GO:0044877^molecular_function^protein-containing complex binding`GO:0035556^biological_process^intracellular signal transduction`GO:0007275^biological_process^multicellular organism development`GO:0018105^biological_process^peptidyl-serine phosphorylation`GO:0006468^biological_process^protein phosphorylation`GO:0007286^biological_process^spermatid development`GO:0007283^biological_process^spermatogenesis	GO:0001669^cellular_component^acrosomal vesicle`GO:0005737^cellular_component^cytoplasm`GO:0031514^cellular_component^motile cilium`GO:0005634^cellular_component^nucleus`GO:0005524^molecular_function^ATP binding`GO:0000287^molecular_function^magnesium ion binding`GO:0004674^molecular_function^protein serine/threonine kinase activity`GO:0044877^molecular_function^protein-containing complex binding`GO:0035556^biological_process^intracellular signal transduction`GO:0007275^biological_process^multicellular organism development`GO:0018105^biological_process^peptidyl-serine phosphorylation`GO:0006468^biological_process^protein phosphorylation`GO:0007286^biological_process^spermatid development`GO:0007283^biological_process^spermatogenesis	GO:0004672^molecular_function^protein kinase activity`GO:0005524^molecular_function^ATP binding`GO:0006468^biological_process^protein phosphorylation	RPACG00000026941.1	TESTIS-SPECIFIC SERINE/THREONINE-PROTEIN KINASE 2	K08811
OG0026861	riftia	.	.	GO:0016021^cellular_component^integral component of membrane	RPACG00000016595.1	IP01824P-RELATED	K06460
OG0026877	riftia	.	.	.	RPACG00000001644.1	NO HIT
