OG0001122	oasisia	.	.	.	OALVG00000004971.1	NO HIT
OG0017933	oasisia	GO:0005783^cellular_component^endoplasmic reticulum`GO:0005789^cellular_component^endoplasmic reticulum membrane`GO:0044322^cellular_component^endoplasmic reticulum quality control compartment`GO:0030176^cellular_component^integral component of endoplasmic reticulum membrane`GO:0031966^cellular_component^mitochondrial membrane`GO:0004175^molecular_function^endopeptidase activity`GO:0004252^molecular_function^serine-type endopeptidase activity`GO:0006915^biological_process^apoptotic process`GO:0034620^biological_process^cellular response to unfolded protein`GO:0034644^biological_process^cellular response to UV`GO:0036503^biological_process^ERAD pathway`GO:0031293^biological_process^membrane protein intracellular domain proteolysis`GO:0033619^biological_process^membrane protein proteolysis`GO:1904211^biological_process^membrane protein proteolysis involved in retrograde protein transport ER to cytosol`GO:0043066^biological_process^negative regulation of apoptotic process`GO:0045732^biological_process^positive regulation of protein catabolic process`GO:0010954^biological_process^positive regulation of protein processing`GO:0051047^biological_process^positive regulation of secretion`GO:0043687^biological_process^post-translational protein modification`GO:0048515^biological_process^spermatid differentiation	GO:0005783^cellular_component^endoplasmic reticulum`GO:0005789^cellular_component^endoplasmic reticulum membrane`GO:0044322^cellular_component^endoplasmic reticulum quality control compartment`GO:0030176^cellular_component^integral component of endoplasmic reticulum membrane`GO:0031966^cellular_component^mitochondrial membrane`GO:0004175^molecular_function^endopeptidase activity`GO:0004252^molecular_function^serine-type endopeptidase activity`GO:0006915^biological_process^apoptotic process`GO:0034620^biological_process^cellular response to unfolded protein`GO:0034644^biological_process^cellular response to UV`GO:0036503^biological_process^ERAD pathway`GO:0031293^biological_process^membrane protein intracellular domain proteolysis`GO:0033619^biological_process^membrane protein proteolysis`GO:1904211^biological_process^membrane protein proteolysis involved in retrograde protein transport ER to cytosol`GO:0043066^biological_process^negative regulation of apoptotic process`GO:0045732^biological_process^positive regulation of protein catabolic process`GO:0010954^biological_process^positive regulation of protein processing`GO:0051047^biological_process^positive regulation of secretion`GO:0043687^biological_process^post-translational protein modification`GO:0048515^biological_process^spermatid differentiation	GO:0004252^molecular_function^serine-type endopeptidase activity`GO:0016021^cellular_component^integral component of membrane	OALVG00000028014.1	RHOMBOID PROTEIN 2	K09651
OG0017951	oasisia	.	.	.	OALVG00000020165.1	NO HIT
OG0017960	oasisia	.	.	.	OALVG00000029224.1	NO HIT
OG0017976							
OG0017977	oasisia	GO:0009986^cellular_component^cell surface`GO:0005929^cellular_component^cilium`GO:0005789^cellular_component^endoplasmic reticulum membrane`GO:0005576^cellular_component^extracellular region`GO:0000139^cellular_component^Golgi membrane`GO:0005887^cellular_component^integral component of plasma membrane`GO:0016020^cellular_component^membrane`GO:0005654^cellular_component^nucleoplasm`GO:0005634^cellular_component^nucleus`GO:0005886^cellular_component^plasma membrane`GO:0043235^cellular_component^receptor complex`GO:0005509^molecular_function^calcium ion binding`GO:0019899^molecular_function^enzyme binding`GO:0051059^molecular_function^NF-kappaB binding`GO:0038023^molecular_function^signaling receptor activity`GO:0009887^biological_process^animal organ morphogenesis`GO:0006915^biological_process^apoptotic process`GO:0060413^biological_process^atrial septum morphogenesis`GO:0007411^biological_process^axon guidance`GO:0046849^biological_process^bone remodeling`GO:0007050^biological_process^cell cycle arrest`GO:0001709^biological_process^cell fate determination`GO:1990705^biological_process^cholangiocyte proliferation`GO:0061073^biological_process^ciliary body morphogenesis`GO:0042742^biological_process^defense response to bacterium`GO:0030326^biological_process^embryonic limb morphogenesis`GO:0072104^biological_process^glomerular capillary formation`GO:0072015^biological_process^glomerular visceral epithelial cell development`GO:0001947^biological_process^heart looping`GO:0030097^biological_process^hemopoiesis`GO:0072574^biological_process^hepatocyte proliferation`GO:0006959^biological_process^humoral immune response`GO:0001701^biological_process^in utero embryonic development`GO:0002437^biological_process^inflammatory response to antigenic stimulus`GO:0032633^biological_process^interleukin-4 production`GO:0035622^biological_process^intrahepatic bile duct development`GO:0070986^biological_process^left/right axis specification`GO:0002315^biological_process^marginal zone B cell differentiation`GO:0002011^biological_process^morphogenesis of an epithelial sheet`GO:0007275^biological_process^multicellular organism development`GO:0035264^biological_process^multicellular organism growth`GO:0043011^biological_process^myeloid dendritic cell differentiation`GO:0043066^biological_process^negative regulation of apoptotic process`GO:0010629^biological_process^negative regulation of gene expression`GO:0045967^biological_process^negative regulation of growth rate`GO:0000122^biological_process^negative regulation of transcription by RNA polymerase II`GO:0007399^biological_process^nervous system development`GO:0061314^biological_process^Notch signaling involved in heart development`GO:0007219^biological_process^Notch signaling pathway`GO:0060674^biological_process^placenta blood vessel development`GO:0043065^biological_process^positive regulation of apoptotic process`GO:0030513^biological_process^positive regulation of BMP signaling pathway`GO:0070374^biological_process^positive regulation of ERK1 and ERK2 cascade`GO:0010838^biological_process^positive regulation of keratinocyte proliferation`GO:0045672^biological_process^positive regulation of osteoclast differentiation`GO:0046579^biological_process^positive regulation of Ras protein signal transduction`GO:0072014^biological_process^proximal tubule development`GO:0003184^biological_process^pulmonary valve morphogenesis`GO:2000249^biological_process^regulation of actin cytoskeleton reorganization`GO:2001204^biological_process^regulation of osteoclast development`GO:0019827^biological_process^stem cell population maintenance`GO:0006367^biological_process^transcription initiation from RNA polymerase II promoter`GO:0042060^biological_process^wound healing	GO:0009986^cellular_component^cell surface`GO:0005929^cellular_component^cilium`GO:0005789^cellular_component^endoplasmic reticulum membrane`GO:0005576^cellular_component^extracellular region`GO:0000139^cellular_component^Golgi membrane`GO:0005887^cellular_component^integral component of plasma membrane`GO:0016020^cellular_component^membrane`GO:0005654^cellular_component^nucleoplasm`GO:0005634^cellular_component^nucleus`GO:0005886^cellular_component^plasma membrane`GO:0043235^cellular_component^receptor complex`GO:0005509^molecular_function^calcium ion binding`GO:0019899^molecular_function^enzyme binding`GO:0051059^molecular_function^NF-kappaB binding`GO:0038023^molecular_function^signaling receptor activity`GO:0009887^biological_process^animal organ morphogenesis`GO:0006915^biological_process^apoptotic process`GO:0060413^biological_process^atrial septum morphogenesis`GO:0007411^biological_process^axon guidance`GO:0046849^biological_process^bone remodeling`GO:0007050^biological_process^cell cycle arrest`GO:0001709^biological_process^cell fate determination`GO:1990705^biological_process^cholangiocyte proliferation`GO:0061073^biological_process^ciliary body morphogenesis`GO:0042742^biological_process^defense response to bacterium`GO:0030326^biological_process^embryonic limb morphogenesis`GO:0072104^biological_process^glomerular capillary formation`GO:0072015^biological_process^glomerular visceral epithelial cell development`GO:0001947^biological_process^heart looping`GO:0030097^biological_process^hemopoiesis`GO:0072574^biological_process^hepatocyte proliferation`GO:0006959^biological_process^humoral immune response`GO:0001701^biological_process^in utero embryonic development`GO:0002437^biological_process^inflammatory response to antigenic stimulus`GO:0032633^biological_process^interleukin-4 production`GO:0035622^biological_process^intrahepatic bile duct development`GO:0070986^biological_process^left/right axis specification`GO:0002315^biological_process^marginal zone B cell differentiation`GO:0002011^biological_process^morphogenesis of an epithelial sheet`GO:0007275^biological_process^multicellular organism development`GO:0035264^biological_process^multicellular organism growth`GO:0043011^biological_process^myeloid dendritic cell differentiation`GO:0043066^biological_process^negative regulation of apoptotic process`GO:0010629^biological_process^negative regulation of gene expression`GO:0045967^biological_process^negative regulation of growth rate`GO:0000122^biological_process^negative regulation of transcription by RNA polymerase II`GO:0007399^biological_process^nervous system development`GO:0061314^biological_process^Notch signaling involved in heart development`GO:0007219^biological_process^Notch signaling pathway`GO:0060674^biological_process^placenta blood vessel development`GO:0043065^biological_process^positive regulation of apoptotic process`GO:0030513^biological_process^positive regulation of BMP signaling pathway`GO:0070374^biological_process^positive regulation of ERK1 and ERK2 cascade`GO:0010838^biological_process^positive regulation of keratinocyte proliferation`GO:0045672^biological_process^positive regulation of osteoclast differentiation`GO:0046579^biological_process^positive regulation of Ras protein signal transduction`GO:0072014^biological_process^proximal tubule development`GO:0003184^biological_process^pulmonary valve morphogenesis`GO:2000249^biological_process^regulation of actin cytoskeleton reorganization`GO:2001204^biological_process^regulation of osteoclast development`GO:0019827^biological_process^stem cell population maintenance`GO:0006367^biological_process^transcription initiation from RNA polymerase II promoter`GO:0042060^biological_process^wound healing	.	OALVG00000017051.1	PROTEIN SHIFTED	
OG0017989	oasisia	GO:0006033^biological_process^chitin localization`GO:0030198^biological_process^extracellular matrix organization	GO:0006033^biological_process^chitin localization`GO:0030198^biological_process^extracellular matrix organization	.	OALVG00000016193.1	OVOCHYMASE 1	K14616
OG0017990	oasisia	.	.	.	OALVG00000027367.1	VARIANT-SPECIFIC SURFACE PROTEIN	
OG0017994	oasisia	GO:0016324^cellular_component^apical plasma membrane`GO:0009986^cellular_component^cell surface`GO:0005929^cellular_component^cilium`GO:0005783^cellular_component^endoplasmic reticulum`GO:0005793^cellular_component^endoplasmic reticulum-Golgi intermediate compartment`GO:0005887^cellular_component^integral component of plasma membrane`GO:0005902^cellular_component^microvillus`GO:0031528^cellular_component^microvillus membrane`GO:0005886^cellular_component^plasma membrane`GO:0071914^cellular_component^prominosome`GO:0015485^molecular_function^cholesterol binding	GO:0016324^cellular_component^apical plasma membrane`GO:0009986^cellular_component^cell surface`GO:0005929^cellular_component^cilium`GO:0005783^cellular_component^endoplasmic reticulum`GO:0005793^cellular_component^endoplasmic reticulum-Golgi intermediate compartment`GO:0005887^cellular_component^integral component of plasma membrane`GO:0005902^cellular_component^microvillus`GO:0031528^cellular_component^microvillus membrane`GO:0005886^cellular_component^plasma membrane`GO:0071914^cellular_component^prominosome`GO:0015485^molecular_function^cholesterol binding	GO:0016021^cellular_component^integral component of membrane	OALVG00000031799.1	PROMININ PROM PROTEIN	K06532
OG0018001	oasisia	GO:0005829^cellular_component^cytosol`GO:0022008^biological_process^neurogenesis	GO:0005829^cellular_component^cytosol`GO:0022008^biological_process^neurogenesis	GO:0005515^molecular_function^protein binding	OALVG00000032106.1	BTB/POZ DOMAIN-CONTAINING	K10478
OG0018001	oasisia	GO:0005829^cellular_component^cytosol`GO:0022008^biological_process^neurogenesis	GO:0005829^cellular_component^cytosol`GO:0022008^biological_process^neurogenesis	GO:0005515^molecular_function^protein binding	OALVG00000032653.1	BTB/POZ DOMAIN-CONTAINING	K10478
OG0018026	oasisia	.	.	.	OALVG00000032892.1	NO HIT
OG0018028	oasisia	.	.	.	OALVG00000028491.1	NUCLEOPROTEIN TPR-RELATED	
OG0018028	oasisia	.	.	.	OALVG00000028496.1	NO HIT
OG0018028	oasisia	GO:0030176^cellular_component^integral component of endoplasmic reticulum membrane`GO:0015031^biological_process^protein transport`GO:0007165^biological_process^signal transduction	GO:0030176^cellular_component^integral component of endoplasmic reticulum membrane`GO:0015031^biological_process^protein transport`GO:0007165^biological_process^signal transduction	.	OALVG00000028497.1	KERATIN-ASSOCIATED PROTEIN 1-3	
OG0018199	oasisia	GO:0005604^cellular_component^basement membrane`GO:0005581^cellular_component^collagen trimer`GO:0062023^cellular_component^collagen-containing extracellular matrix`GO:0005788^cellular_component^endoplasmic reticulum lumen`GO:0031012^cellular_component^extracellular matrix`GO:0005576^cellular_component^extracellular region`GO:0005615^cellular_component^extracellular space`GO:0005201^molecular_function^extracellular matrix structural constituent`GO:0004867^molecular_function^serine-type endopeptidase inhibitor activity`GO:0007155^biological_process^cell adhesion`GO:0030198^biological_process^extracellular matrix organization	GO:0005604^cellular_component^basement membrane`GO:0005581^cellular_component^collagen trimer`GO:0062023^cellular_component^collagen-containing extracellular matrix`GO:0005788^cellular_component^endoplasmic reticulum lumen`GO:0031012^cellular_component^extracellular matrix`GO:0005576^cellular_component^extracellular region`GO:0005615^cellular_component^extracellular space`GO:0005201^molecular_function^extracellular matrix structural constituent`GO:0004867^molecular_function^serine-type endopeptidase inhibitor activity`GO:0007155^biological_process^cell adhesion`GO:0030198^biological_process^extracellular matrix organization	.	OALVG00000003826.1	UNCHARACTERIZED	K06238
OG0018199	oasisia	GO:0062023^cellular_component^collagen-containing extracellular matrix`GO:0031012^cellular_component^extracellular matrix`GO:0005576^cellular_component^extracellular region`GO:0005509^molecular_function^calcium ion binding`GO:0005201^molecular_function^extracellular matrix structural constituent`GO:0030198^biological_process^extracellular matrix organization`GO:0003429^biological_process^growth plate cartilage chondrocyte morphogenesis`GO:0065003^biological_process^protein-containing complex assembly`GO:0030500^biological_process^regulation of bone mineralization	GO:0062023^cellular_component^collagen-containing extracellular matrix`GO:0031012^cellular_component^extracellular matrix`GO:0005576^cellular_component^extracellular region`GO:0005509^molecular_function^calcium ion binding`GO:0005201^molecular_function^extracellular matrix structural constituent`GO:0030198^biological_process^extracellular matrix organization`GO:0003429^biological_process^growth plate cartilage chondrocyte morphogenesis`GO:0065003^biological_process^protein-containing complex assembly`GO:0030500^biological_process^regulation of bone mineralization	.	OALVG00000003827.1	UNCHARACTERIZED	K06238
OG0019943	oasisia	.	.	.	OALVG00000035865.1	NO HIT
OG0019964	oasisia	GO:0005509^molecular_function^calcium ion binding	GO:0005509^molecular_function^calcium ion binding	GO:0005509^molecular_function^calcium ion binding	OALVG00000028563.1	NEURONAL CALCIUM SENSOR 2	K23847
OG0019966	oasisia	.	.	.	OALVG00000033267.1	NO HIT
OG0019981	oasisia	.	.	.	OALVG00000026372.1	SPERMATOGENESIS-ASSOCIATED PROTEIN 48	
OG0019981	oasisia	.	.	.	OALVG00000026373.1	SPERMATOGENESIS-ASSOCIATED PROTEIN 48	
OG0019982	oasisia	GO:0016491^molecular_function^oxidoreductase activity`GO:0042742^biological_process^defense response to bacterium	GO:0016491^molecular_function^oxidoreductase activity`GO:0042742^biological_process^defense response to bacterium	GO:0016491^molecular_function^oxidoreductase activity`GO:0055114^biological_process^oxidation-reduction process	OALVG00000009691.1	PROTOPORPHYRINOGEN OXIDASE	
OG0019985	oasisia	.	.	.	OALVG00000035759.1	LYMPHOCYTE ANTIGEN 6H	
OG0019991	oasisia	.	.	.	OALVG00000005328.1	NO HIT
OG0019996	oasisia	GO:0005737^cellular_component^cytoplasm`GO:0031965^cellular_component^nuclear membrane`GO:0036126^cellular_component^sperm flagellum`GO:0030031^biological_process^cell projection assembly`GO:0030317^biological_process^flagellated sperm motility`GO:2000059^biological_process^negative regulation of ubiquitin-dependent protein catabolic process	GO:0005737^cellular_component^cytoplasm`GO:0031965^cellular_component^nuclear membrane`GO:0036126^cellular_component^sperm flagellum`GO:0030031^biological_process^cell projection assembly`GO:0030317^biological_process^flagellated sperm motility`GO:2000059^biological_process^negative regulation of ubiquitin-dependent protein catabolic process	GO:0016021^cellular_component^integral component of membrane	OALVG00000006371.1	TRANSMEMBRANE CHANNEL-LIKE PROTEIN 7	K21988
OG0019996	oasisia	GO:0005887^cellular_component^integral component of plasma membrane`GO:0008381^molecular_function^mechanosensitive ion channel activity	GO:0005887^cellular_component^integral component of plasma membrane`GO:0008381^molecular_function^mechanosensitive ion channel activity	GO:0016021^cellular_component^integral component of membrane	OALVG00000015391.1	TRANSMEMBRANE CHANNEL-LIKE PROTEIN 7	K21988
OG0019996	oasisia	GO:0005887^cellular_component^integral component of plasma membrane`GO:0008381^molecular_function^mechanosensitive ion channel activity	GO:0005887^cellular_component^integral component of plasma membrane`GO:0008381^molecular_function^mechanosensitive ion channel activity	GO:0016021^cellular_component^integral component of membrane	OALVG00000016120.1	TRANSMEMBRANE CHANNEL-LIKE PROTEIN 7	K21988
OG0019996	oasisia	GO:0005737^cellular_component^cytoplasm`GO:0031965^cellular_component^nuclear membrane`GO:0036126^cellular_component^sperm flagellum`GO:0030031^biological_process^cell projection assembly`GO:0030317^biological_process^flagellated sperm motility`GO:2000059^biological_process^negative regulation of ubiquitin-dependent protein catabolic process	GO:0005737^cellular_component^cytoplasm`GO:0031965^cellular_component^nuclear membrane`GO:0036126^cellular_component^sperm flagellum`GO:0030031^biological_process^cell projection assembly`GO:0030317^biological_process^flagellated sperm motility`GO:2000059^biological_process^negative regulation of ubiquitin-dependent protein catabolic process	.	OALVG00000034137.1	SUBFAMILY NOT NAMED	
OG0020006	oasisia	.	.	.	OALVG00000005496.1	NO HIT
OG0020006	oasisia	.	.	.	OALVG00000005497.1	NO HIT
OG0020012	oasisia	GO:0005576^cellular_component^extracellular region`GO:0030248^molecular_function^cellulose binding`GO:0031176^molecular_function^endo-1 4-beta-xylanase activity`GO:0045493^biological_process^xylan catabolic process	GO:0005576^cellular_component^extracellular region`GO:0030248^molecular_function^cellulose binding`GO:0031176^molecular_function^endo-1 4-beta-xylanase activity`GO:0045493^biological_process^xylan catabolic process	.	OALVG00000005018.1	SUBFAMILY NOT NAMED	
OG0020012	oasisia	.	.	.	OALVG00000005021.1	NO HIT
OG0020024	oasisia	GO:0016021^cellular_component^integral component of membrane`GO:0016020^cellular_component^membrane`GO:0007275^biological_process^multicellular organism development`GO:0007520^biological_process^myoblast fusion	GO:0016021^cellular_component^integral component of membrane`GO:0016020^cellular_component^membrane`GO:0007275^biological_process^multicellular organism development`GO:0007520^biological_process^myoblast fusion	.	OALVG00000034262.1	IP08657P-RELATED	
OG0020045	oasisia	.	.	.	OALVG00000016895.1	NO HIT
OG0020045	oasisia	.	.	.	OALVG00000030092.1	NO HIT
OG0020050	oasisia	GO:0098978^cellular_component^glutamatergic synapse`GO:0099061^cellular_component^integral component of postsynaptic density membrane`GO:0005886^cellular_component^plasma membrane`GO:0045211^cellular_component^postsynaptic membrane`GO:0008066^molecular_function^glutamate receptor activity`GO:0004970^molecular_function^ionotropic glutamate receptor activity`GO:0015276^molecular_function^ligand-gated ion channel activity`GO:0038023^molecular_function^signaling receptor activity`GO:1904315^molecular_function^transmitter-gated ion channel activity involved in regulation of postsynaptic membrane potential`GO:0050804^biological_process^modulation of chemical synaptic transmission`GO:0035176^biological_process^social behavior`GO:0035249^biological_process^synaptic transmission glutamatergic	GO:0098978^cellular_component^glutamatergic synapse`GO:0099061^cellular_component^integral component of postsynaptic density membrane`GO:0005886^cellular_component^plasma membrane`GO:0045211^cellular_component^postsynaptic membrane`GO:0008066^molecular_function^glutamate receptor activity`GO:0004970^molecular_function^ionotropic glutamate receptor activity`GO:0015276^molecular_function^ligand-gated ion channel activity`GO:0038023^molecular_function^signaling receptor activity`GO:1904315^molecular_function^transmitter-gated ion channel activity involved in regulation of postsynaptic membrane potential`GO:0050804^biological_process^modulation of chemical synaptic transmission`GO:0035176^biological_process^social behavior`GO:0035249^biological_process^synaptic transmission glutamatergic	GO:0004970^molecular_function^ionotropic glutamate receptor activity`GO:0016020^cellular_component^membrane	OALVG00000016335.1	SUBFAMILY NOT NAMED	K05313
OG0020058	oasisia	GO:0045177^cellular_component^apical part of cell`GO:0005911^cellular_component^cell-cell junction`GO:0005737^cellular_component^cytoplasm`GO:0005783^cellular_component^endoplasmic reticulum`GO:0005576^cellular_component^extracellular region`GO:0043005^cellular_component^neuron projection`GO:0005634^cellular_component^nucleus`GO:0014069^cellular_component^postsynaptic density`GO:0007155^biological_process^cell adhesion`GO:0035556^biological_process^intracellular signal transduction	GO:0045177^cellular_component^apical part of cell`GO:0005911^cellular_component^cell-cell junction`GO:0005737^cellular_component^cytoplasm`GO:0005783^cellular_component^endoplasmic reticulum`GO:0005576^cellular_component^extracellular region`GO:0043005^cellular_component^neuron projection`GO:0005634^cellular_component^nucleus`GO:0014069^cellular_component^postsynaptic density`GO:0007155^biological_process^cell adhesion`GO:0035556^biological_process^intracellular signal transduction	GO:0005515^molecular_function^protein binding	OALVG00000028202.1	MULTIPLE PDZ DOMAIN PROTEIN	K24058
OG0020081	oasisia	.	.	.	OALVG00000017390.1	NO HIT
OG0020122	oasisia	GO:0005794^cellular_component^Golgi apparatus`GO:0000139^cellular_component^Golgi membrane`GO:0016021^cellular_component^integral component of membrane`GO:0008376^molecular_function^acetylgalactosaminyltransferase activity`GO:0008375^molecular_function^acetylglucosaminyltransferase activity`GO:0008532^molecular_function^N-acetyllactosaminide beta-1 3-N-acetylglucosaminyltransferase activity`GO:0016758^molecular_function^transferase activity transferring hexosyl groups`GO:0030311^biological_process^poly-N-acetyllactosamine biosynthetic process`GO:0006486^biological_process^protein glycosylation	GO:0005794^cellular_component^Golgi apparatus`GO:0000139^cellular_component^Golgi membrane`GO:0016021^cellular_component^integral component of membrane`GO:0008376^molecular_function^acetylgalactosaminyltransferase activity`GO:0008375^molecular_function^acetylglucosaminyltransferase activity`GO:0008532^molecular_function^N-acetyllactosaminide beta-1 3-N-acetylglucosaminyltransferase activity`GO:0016758^molecular_function^transferase activity transferring hexosyl groups`GO:0030311^biological_process^poly-N-acetyllactosamine biosynthetic process`GO:0006486^biological_process^protein glycosylation	GO:0008378^molecular_function^galactosyltransferase activity`GO:0006486^biological_process^protein glycosylation`GO:0016020^cellular_component^membrane	OALVG00000013112.1	HEXOSYLTRANSFERASE	K03877
OG0020122	oasisia	GO:0000139^cellular_component^Golgi membrane`GO:0016021^cellular_component^integral component of membrane`GO:0047275^molecular_function^glucosaminylgalactosylglucosylceramide beta-galactosyltransferase activity`GO:0006486^biological_process^protein glycosylation	GO:0000139^cellular_component^Golgi membrane`GO:0016021^cellular_component^integral component of membrane`GO:0047275^molecular_function^glucosaminylgalactosylglucosylceramide beta-galactosyltransferase activity`GO:0006486^biological_process^protein glycosylation	GO:0008378^molecular_function^galactosyltransferase activity`GO:0006486^biological_process^protein glycosylation`GO:0016020^cellular_component^membrane	OALVG00000032437.1	BETA-1 3-GALACTOSYLTRANSFERASE BRN	K03877
OG0020124	oasisia	.	.	.	OALVG00000009603.1	UNCHARACTERIZED	K01309
OG0020124	oasisia	GO:0030479^cellular_component^actin cortical patch`GO:0005938^cellular_component^cell cortex`GO:0010008^cellular_component^endosome membrane`GO:0005634^cellular_component^nucleus`GO:0005886^cellular_component^plasma membrane`GO:0003779^molecular_function^actin binding`GO:0005509^molecular_function^calcium ion binding`GO:0000147^biological_process^actin cortical patch assembly`GO:0044396^biological_process^actin cortical patch organization`GO:0006897^biological_process^endocytosis`GO:0016197^biological_process^endosomal transport`GO:0006886^biological_process^intracellular protein transport	GO:0030479^cellular_component^actin cortical patch`GO:0005938^cellular_component^cell cortex`GO:0010008^cellular_component^endosome membrane`GO:0005634^cellular_component^nucleus`GO:0005886^cellular_component^plasma membrane`GO:0003779^molecular_function^actin binding`GO:0005509^molecular_function^calcium ion binding`GO:0000147^biological_process^actin cortical patch assembly`GO:0044396^biological_process^actin cortical patch organization`GO:0006897^biological_process^endocytosis`GO:0016197^biological_process^endosomal transport`GO:0006886^biological_process^intracellular protein transport	.	OALVG00000009604.1	OS06G0326200 PROTEIN	
OG0020127	oasisia	.	.	GO:0005515^molecular_function^protein binding	OALVG00000005901.1	SH3 DOMAIN-CONTAINING	
OG0020128	oasisia	.	.	.	OALVG00000007606.1	NO HIT
OG0020130	oasisia	.	.	GO:0005515^molecular_function^protein binding	OALVG00000026543.1	RICH REPEAT AND NACHT DOMAIN-CONTAINING PROTEIN PUTATIVE-RELATED	
OG0020135	oasisia	GO:0016021^cellular_component^integral component of membrane`GO:0016020^cellular_component^membrane`GO:0005262^molecular_function^calcium channel activity`GO:0005509^molecular_function^calcium ion binding`GO:0007340^biological_process^acrosome reaction`GO:0050982^biological_process^detection of mechanical stimulus	GO:0016021^cellular_component^integral component of membrane`GO:0016020^cellular_component^membrane`GO:0005262^molecular_function^calcium channel activity`GO:0005509^molecular_function^calcium ion binding`GO:0007340^biological_process^acrosome reaction`GO:0050982^biological_process^detection of mechanical stimulus	GO:0005515^molecular_function^protein binding	OALVG00000030077.1	LOCATION OF VULVA DEFECTIVE 1	K04988
OG0020135	oasisia	GO:0016021^cellular_component^integral component of membrane`GO:0016020^cellular_component^membrane`GO:0005262^molecular_function^calcium channel activity`GO:0005509^molecular_function^calcium ion binding`GO:0030246^molecular_function^carbohydrate binding`GO:0001965^molecular_function^G-protein alpha-subunit binding`GO:0050982^biological_process^detection of mechanical stimulus	GO:0016021^cellular_component^integral component of membrane`GO:0016020^cellular_component^membrane`GO:0005262^molecular_function^calcium channel activity`GO:0005509^molecular_function^calcium ion binding`GO:0030246^molecular_function^carbohydrate binding`GO:0001965^molecular_function^G-protein alpha-subunit binding`GO:0050982^biological_process^detection of mechanical stimulus	GO:0005509^molecular_function^calcium ion binding`GO:0005515^molecular_function^protein binding	OALVG00000030078.1	POLYCYSTIC KIDNEY DISEASE PROTEIN 1-LIKE 2	K04988
OG0020135	oasisia	GO:0016021^cellular_component^integral component of membrane`GO:0016020^cellular_component^membrane`GO:0005262^molecular_function^calcium channel activity`GO:0005509^molecular_function^calcium ion binding`GO:0030246^molecular_function^carbohydrate binding`GO:0001965^molecular_function^G-protein alpha-subunit binding`GO:0050982^biological_process^detection of mechanical stimulus	GO:0016021^cellular_component^integral component of membrane`GO:0016020^cellular_component^membrane`GO:0005262^molecular_function^calcium channel activity`GO:0005509^molecular_function^calcium ion binding`GO:0030246^molecular_function^carbohydrate binding`GO:0001965^molecular_function^G-protein alpha-subunit binding`GO:0050982^biological_process^detection of mechanical stimulus	GO:0005515^molecular_function^protein binding	OALVG00000030081.1	LOCATION OF VULVA DEFECTIVE 1	K04988
OG0020138	oasisia	.	.	.	OALVG00000005311.1	SI:CH1073-291C23.2	
OG0020143	oasisia	GO:0005737^cellular_component^cytoplasm`GO:0031424^biological_process^keratinization	GO:0005737^cellular_component^cytoplasm`GO:0031424^biological_process^keratinization	.	OALVG00000010084.1	RING FINGER PROTEIN-RELATED	
OG0020428							
OG0022730	oasisia	.	.	.	OALVG00000030870.1	NO HIT
OG0022747	oasisia	GO:0062023^cellular_component^collagen-containing extracellular matrix`GO:0031012^cellular_component^extracellular matrix`GO:0005509^molecular_function^calcium ion binding`GO:0005201^molecular_function^extracellular matrix structural constituent`GO:0002062^biological_process^chondrocyte differentiation`GO:0003429^biological_process^growth plate cartilage chondrocyte morphogenesis`GO:0030500^biological_process^regulation of bone mineralization	GO:0062023^cellular_component^collagen-containing extracellular matrix`GO:0031012^cellular_component^extracellular matrix`GO:0005509^molecular_function^calcium ion binding`GO:0005201^molecular_function^extracellular matrix structural constituent`GO:0002062^biological_process^chondrocyte differentiation`GO:0003429^biological_process^growth plate cartilage chondrocyte morphogenesis`GO:0030500^biological_process^regulation of bone mineralization	GO:0005509^molecular_function^calcium ion binding	OALVG00000000365.1	SUBFAMILY NOT NAMED	
OG0022770	oasisia	.	.	.	OALVG00000030666.1	NO HIT
OG0022788	oasisia	.	.	.	OALVG00000023760.1	NO HIT
OG0022792	oasisia	GO:0005344^molecular_function^oxygen carrier activity	GO:0005344^molecular_function^oxygen carrier activity	.	OALVG00000007136.1	SUBFAMILY NOT NAMED	
OG0022804	oasisia	GO:0005737^cellular_component^cytoplasm`GO:0005634^cellular_component^nucleus`GO:0001540^molecular_function^amyloid-beta binding`GO:0001664^molecular_function^G protein-coupled receptor binding	GO:0005737^cellular_component^cytoplasm`GO:0005634^cellular_component^nucleus`GO:0001540^molecular_function^amyloid-beta binding`GO:0001664^molecular_function^G protein-coupled receptor binding	GO:0016021^cellular_component^integral component of membrane	OALVG00000005320.1	NG5	
OG0022805	oasisia	.	.	GO:0003700^molecular_function^DNA-binding transcription factor activity`GO:0006355^biological_process^regulation of transcription DNA-templated	OALVG00000034317.1	FOS TRANSCRIPTION FACTOR-RELATED	K09032
