OG0006611	riftia	.	.	.	RPACG00000033696.1	NO HIT
OG0023493	riftia	GO:0005615^cellular_component^extracellular space`GO:0009374^molecular_function^biotin binding`GO:0005509^molecular_function^calcium ion binding	GO:0005615^cellular_component^extracellular space`GO:0009374^molecular_function^biotin binding`GO:0005509^molecular_function^calcium ion binding	GO:0005509^molecular_function^calcium ion binding	RPACG00000029635.1	PROTEIN JAGGED-1	K20051
OG0023493	riftia	GO:0032579^cellular_component^apical lamina of hyaline layer`GO:0031410^cellular_component^cytoplasmic vesicle`GO:0005615^cellular_component^extracellular space`GO:0009374^molecular_function^biotin binding`GO:0005509^molecular_function^calcium ion binding	GO:0032579^cellular_component^apical lamina of hyaline layer`GO:0031410^cellular_component^cytoplasmic vesicle`GO:0005615^cellular_component^extracellular space`GO:0009374^molecular_function^biotin binding`GO:0005509^molecular_function^calcium ion binding	.	RPACG00000029636.1	NOTCH LIGAND FAMILY MEMBER	K20051
OG0023500	riftia	.	.	.	RPACG00000025227.1	MACROPHAGE MANNOSE RECEPTOR 1	
OG0023500	riftia	GO:0009986^cellular_component^cell surface`GO:0016021^cellular_component^integral component of membrane`GO:0042806^molecular_function^fucose binding`GO:0042802^molecular_function^identical protein binding`GO:0005537^molecular_function^mannose binding`GO:0046872^molecular_function^metal ion binding	GO:0009986^cellular_component^cell surface`GO:0016021^cellular_component^integral component of membrane`GO:0042806^molecular_function^fucose binding`GO:0042802^molecular_function^identical protein binding`GO:0005537^molecular_function^mannose binding`GO:0046872^molecular_function^metal ion binding	.	RPACG00000025228.1	MANNOSE PHOSPHOLIPASE LECTIN RECEPTOR RELATED	K06560
OG0023503							
OG0023505							
OG0023510							
OG0023516	riftia	GO:0005789^cellular_component^endoplasmic reticulum membrane`GO:0016021^cellular_component^integral component of membrane`GO:0005267^molecular_function^potassium channel activity	GO:0005789^cellular_component^endoplasmic reticulum membrane`GO:0016021^cellular_component^integral component of membrane`GO:0005267^molecular_function^potassium channel activity	GO:0005261^molecular_function^cation channel activity`GO:0015672^biological_process^monovalent inorganic cation transport`GO:0016020^cellular_component^membrane	RPACG00000002691.1	GH25683P	K24013
OG0023516	riftia	.	.	GO:0005261^molecular_function^cation channel activity`GO:0015672^biological_process^monovalent inorganic cation transport`GO:0016020^cellular_component^membrane	RPACG00000002693.1	GH25683P	
OG0023517							
OG0023526							
OG0023528							
OG0023539	riftia	.	.	.	RPACG00000032479.1	NO HIT
OG0023541							
OG0023548							
OG0023553							
OG0023554	riftia	.	.	.	RPACG00000002447.1	NO HIT
OG0023554	riftia	.	.	.	RPACG00000024655.1	NO HIT
OG0023555	riftia	GO:0031012^cellular_component^extracellular matrix`GO:0033165^cellular_component^interphotoreceptor matrix`GO:0001750^cellular_component^photoreceptor outer segment`GO:0005509^molecular_function^calcium ion binding`GO:0030246^molecular_function^carbohydrate binding`GO:0005540^molecular_function^hyaluronic acid binding`GO:0007155^biological_process^cell adhesion`GO:0007417^biological_process^central nervous system development`GO:0001501^biological_process^skeletal system development	GO:0031012^cellular_component^extracellular matrix`GO:0033165^cellular_component^interphotoreceptor matrix`GO:0001750^cellular_component^photoreceptor outer segment`GO:0005509^molecular_function^calcium ion binding`GO:0030246^molecular_function^carbohydrate binding`GO:0005540^molecular_function^hyaluronic acid binding`GO:0007155^biological_process^cell adhesion`GO:0007417^biological_process^central nervous system development`GO:0001501^biological_process^skeletal system development	.	RPACG00000017923.1	SLIT HOMOLOG	
OG0023560							
OG0023562	riftia	.	.	.	RPACG00000033957.1	FI17111P1	
OG0023563	riftia	GO:0005891^cellular_component^voltage-gated calcium channel complex`GO:0005245^molecular_function^voltage-gated calcium channel activity	GO:0005891^cellular_component^voltage-gated calcium channel complex`GO:0005245^molecular_function^voltage-gated calcium channel activity	.	RPACG00000022163.1	VWFA AND CACHE DOMAIN-CONTAINING PROTEIN 1	
OG0023563	riftia	GO:0005891^cellular_component^voltage-gated calcium channel complex`GO:0005245^molecular_function^voltage-gated calcium channel activity	GO:0005891^cellular_component^voltage-gated calcium channel complex`GO:0005245^molecular_function^voltage-gated calcium channel activity	.	RPACG00000028282.1	VWFA AND CACHE DOMAIN-CONTAINING PROTEIN 1	
OG0023572	riftia	GO:0005581^cellular_component^collagen trimer`GO:0031012^cellular_component^extracellular matrix`GO:0005615^cellular_component^extracellular space`GO:0005201^molecular_function^extracellular matrix structural constituent`GO:0046872^molecular_function^metal ion binding`GO:0030282^biological_process^bone mineralization`GO:0030198^biological_process^extracellular matrix organization`GO:0048570^biological_process^notochord morphogenesis`GO:0001501^biological_process^skeletal system development	GO:0005581^cellular_component^collagen trimer`GO:0031012^cellular_component^extracellular matrix`GO:0005615^cellular_component^extracellular space`GO:0005201^molecular_function^extracellular matrix structural constituent`GO:0046872^molecular_function^metal ion binding`GO:0030282^biological_process^bone mineralization`GO:0030198^biological_process^extracellular matrix organization`GO:0048570^biological_process^notochord morphogenesis`GO:0001501^biological_process^skeletal system development	.	RPACG00000035413.1	SUBFAMILY NOT NAMED	K06236
OG0023758	riftia	.	.	.	RPACG00000003221.1	NO HIT
OG0023770	riftia	GO:0005737^cellular_component^cytoplasm`GO:0005829^cellular_component^cytosol`GO:0005615^cellular_component^extracellular space`GO:0004867^molecular_function^serine-type endopeptidase inhibitor activity`GO:0090136^biological_process^epithelial cell-cell adhesion`GO:0010951^biological_process^negative regulation of endopeptidase activity	GO:0005737^cellular_component^cytoplasm`GO:0005829^cellular_component^cytosol`GO:0005615^cellular_component^extracellular space`GO:0004867^molecular_function^serine-type endopeptidase inhibitor activity`GO:0090136^biological_process^epithelial cell-cell adhesion`GO:0010951^biological_process^negative regulation of endopeptidase activity	.	RPACG00000003436.1	LEUKOCYTE ELASTASE INHIBITOR	K13963
OG0023770	riftia	GO:0005737^cellular_component^cytoplasm`GO:0005576^cellular_component^extracellular region`GO:0005615^cellular_component^extracellular space`GO:0030414^molecular_function^peptidase inhibitor activity`GO:0004867^molecular_function^serine-type endopeptidase inhibitor activity`GO:0019725^biological_process^cellular homeostasis`GO:0006954^biological_process^inflammatory response`GO:0010951^biological_process^negative regulation of endopeptidase activity`GO:0032691^biological_process^negative regulation of interleukin-1 beta production`GO:0045088^biological_process^regulation of innate immune response`GO:0042176^biological_process^regulation of protein catabolic process`GO:0044342^biological_process^type B pancreatic cell proliferation	GO:0005737^cellular_component^cytoplasm`GO:0005576^cellular_component^extracellular region`GO:0005615^cellular_component^extracellular space`GO:0030414^molecular_function^peptidase inhibitor activity`GO:0004867^molecular_function^serine-type endopeptidase inhibitor activity`GO:0019725^biological_process^cellular homeostasis`GO:0006954^biological_process^inflammatory response`GO:0010951^biological_process^negative regulation of endopeptidase activity`GO:0032691^biological_process^negative regulation of interleukin-1 beta production`GO:0045088^biological_process^regulation of innate immune response`GO:0042176^biological_process^regulation of protein catabolic process`GO:0044342^biological_process^type B pancreatic cell proliferation	.	RPACG00000010878.1	ANTITHROMBIN-III	K23425
OG0023770	riftia	GO:0062023^cellular_component^collagen-containing extracellular matrix`GO:0005615^cellular_component^extracellular space`GO:0008201^molecular_function^heparin binding`GO:0042802^molecular_function^identical protein binding`GO:0002020^molecular_function^protease binding`GO:0004867^molecular_function^serine-type endopeptidase inhibitor activity`GO:0002438^biological_process^acute inflammatory response to antigenic stimulus`GO:0007596^biological_process^blood coagulation`GO:0007595^biological_process^lactation`GO:0010951^biological_process^negative regulation of endopeptidase activity`GO:2000266^biological_process^regulation of blood coagulation intrinsic pathway`GO:0007584^biological_process^response to nutrient	GO:0062023^cellular_component^collagen-containing extracellular matrix`GO:0005615^cellular_component^extracellular space`GO:0008201^molecular_function^heparin binding`GO:0042802^molecular_function^identical protein binding`GO:0002020^molecular_function^protease binding`GO:0004867^molecular_function^serine-type endopeptidase inhibitor activity`GO:0002438^biological_process^acute inflammatory response to antigenic stimulus`GO:0007596^biological_process^blood coagulation`GO:0007595^biological_process^lactation`GO:0010951^biological_process^negative regulation of endopeptidase activity`GO:2000266^biological_process^regulation of blood coagulation intrinsic pathway`GO:0007584^biological_process^response to nutrient	.	RPACG00000010880.1	ANTITHROMBIN-III	K13963
OG0023770	riftia	GO:0062023^cellular_component^collagen-containing extracellular matrix`GO:0005737^cellular_component^cytoplasm`GO:0005829^cellular_component^cytosol`GO:0070062^cellular_component^extracellular exosome`GO:0005615^cellular_component^extracellular space`GO:0005794^cellular_component^Golgi apparatus`GO:0016020^cellular_component^membrane`GO:0005654^cellular_component^nucleoplasm`GO:0005634^cellular_component^nucleus`GO:0043027^molecular_function^cysteine-type endopeptidase inhibitor activity involved in apoptotic process`GO:0002020^molecular_function^protease binding`GO:0004867^molecular_function^serine-type endopeptidase inhibitor activity`GO:0071391^biological_process^cellular response to estrogen stimulus`GO:0006955^biological_process^immune response`GO:0002448^biological_process^mast cell mediated immunity`GO:0033668^biological_process^negative regulation by symbiont of host apoptotic process`GO:0043066^biological_process^negative regulation of apoptotic process`GO:0010951^biological_process^negative regulation of endopeptidase activity`GO:0010628^biological_process^positive regulation of gene expression`GO:0042270^biological_process^protection from natural killer cell mediated cytotoxicity`GO:0009617^biological_process^response to bacterium	GO:0062023^cellular_component^collagen-containing extracellular matrix`GO:0005737^cellular_component^cytoplasm`GO:0005829^cellular_component^cytosol`GO:0070062^cellular_component^extracellular exosome`GO:0005615^cellular_component^extracellular space`GO:0005794^cellular_component^Golgi apparatus`GO:0016020^cellular_component^membrane`GO:0005654^cellular_component^nucleoplasm`GO:0005634^cellular_component^nucleus`GO:0043027^molecular_function^cysteine-type endopeptidase inhibitor activity involved in apoptotic process`GO:0002020^molecular_function^protease binding`GO:0004867^molecular_function^serine-type endopeptidase inhibitor activity`GO:0071391^biological_process^cellular response to estrogen stimulus`GO:0006955^biological_process^immune response`GO:0002448^biological_process^mast cell mediated immunity`GO:0033668^biological_process^negative regulation by symbiont of host apoptotic process`GO:0043066^biological_process^negative regulation of apoptotic process`GO:0010951^biological_process^negative regulation of endopeptidase activity`GO:0010628^biological_process^positive regulation of gene expression`GO:0042270^biological_process^protection from natural killer cell mediated cytotoxicity`GO:0009617^biological_process^response to bacterium	.	RPACG00000027287.1	LEUKOCYTE ELASTASE INHIBITOR	K13963
OG0023773	riftia	GO:0016324^cellular_component^apical plasma membrane`GO:0005604^cellular_component^basement membrane`GO:0036064^cellular_component^ciliary basal body`GO:0005737^cellular_component^cytoplasm`GO:0016021^cellular_component^integral component of membrane`GO:1990075^cellular_component^periciliary membrane compartment`GO:0032391^cellular_component^photoreceptor connecting cilium`GO:0001917^cellular_component^photoreceptor inner segment`GO:0002141^cellular_component^stereocilia ankle link`GO:0002142^cellular_component^stereocilia ankle link complex`GO:0032421^cellular_component^stereocilium bundle`GO:0060171^cellular_component^stereocilium membrane`GO:1990696^cellular_component^USH2 complex`GO:0005518^molecular_function^collagen binding`GO:0042802^molecular_function^identical protein binding`GO:0017022^molecular_function^myosin binding`GO:0009887^biological_process^animal organ morphogenesis`GO:0016477^biological_process^cell migration`GO:0045184^biological_process^establishment of protein localization`GO:0035315^biological_process^hair cell differentiation`GO:0060113^biological_process^inner ear receptor cell differentiation`GO:0048496^biological_process^maintenance of animal organ identity`GO:0045494^biological_process^photoreceptor cell maintenance`GO:0050896^biological_process^response to stimulus`GO:0050953^biological_process^sensory perception of light stimulus`GO:0007605^biological_process^sensory perception of sound`GO:0034446^biological_process^substrate adhesion-dependent cell spreading`GO:0009888^biological_process^tissue development`GO:0007601^biological_process^visual perception	GO:0016324^cellular_component^apical plasma membrane`GO:0005604^cellular_component^basement membrane`GO:0036064^cellular_component^ciliary basal body`GO:0005737^cellular_component^cytoplasm`GO:0016021^cellular_component^integral component of membrane`GO:1990075^cellular_component^periciliary membrane compartment`GO:0032391^cellular_component^photoreceptor connecting cilium`GO:0001917^cellular_component^photoreceptor inner segment`GO:0002141^cellular_component^stereocilia ankle link`GO:0002142^cellular_component^stereocilia ankle link complex`GO:0032421^cellular_component^stereocilium bundle`GO:0060171^cellular_component^stereocilium membrane`GO:1990696^cellular_component^USH2 complex`GO:0005518^molecular_function^collagen binding`GO:0042802^molecular_function^identical protein binding`GO:0017022^molecular_function^myosin binding`GO:0009887^biological_process^animal organ morphogenesis`GO:0016477^biological_process^cell migration`GO:0045184^biological_process^establishment of protein localization`GO:0035315^biological_process^hair cell differentiation`GO:0060113^biological_process^inner ear receptor cell differentiation`GO:0048496^biological_process^maintenance of animal organ identity`GO:0045494^biological_process^photoreceptor cell maintenance`GO:0050896^biological_process^response to stimulus`GO:0050953^biological_process^sensory perception of light stimulus`GO:0007605^biological_process^sensory perception of sound`GO:0034446^biological_process^substrate adhesion-dependent cell spreading`GO:0009888^biological_process^tissue development`GO:0007601^biological_process^visual perception	.	RPACG00000001317.1	USHERIN	K19636
OG0023779	riftia	.	.	.	RPACG00000004146.1	NO HIT
OG0023779	riftia	.	.	.	RPACG00000004147.1	NO HIT
OG0023779	riftia	.	.	.	RPACG00000024672.1	NO HIT
OG0023782	riftia	GO:0005737^cellular_component^cytoplasm`GO:0005525^molecular_function^GTP binding`GO:0003924^molecular_function^GTPase activity	GO:0005737^cellular_component^cytoplasm`GO:0005525^molecular_function^GTP binding`GO:0003924^molecular_function^GTPase activity	GO:0005525^molecular_function^GTP binding`GO:0003924^molecular_function^GTPase activity	RPACG00000025666.1	MYXOVIRUS (INFLUENZA VIRUS) RESISTANCE D-RELATED	K01528
OG0023782	riftia	GO:0005737^cellular_component^cytoplasm`GO:0005525^molecular_function^GTP binding`GO:0003924^molecular_function^GTPase activity	GO:0005737^cellular_component^cytoplasm`GO:0005525^molecular_function^GTP binding`GO:0003924^molecular_function^GTPase activity	GO:0005525^molecular_function^GTP binding	RPACG00000025667.1	MYXOVIRUS (INFLUENZA VIRUS) RESISTANCE D-RELATED	K01528
OG0023782	riftia	GO:0005737^cellular_component^cytoplasm`GO:0005525^molecular_function^GTP binding`GO:0003924^molecular_function^GTPase activity	GO:0005737^cellular_component^cytoplasm`GO:0005525^molecular_function^GTP binding`GO:0003924^molecular_function^GTPase activity	GO:0005525^molecular_function^GTP binding`GO:0003924^molecular_function^GTPase activity	RPACG00000025672.1	MYXOVIRUS (INFLUENZA VIRUS) RESISTANCE D-RELATED	K01528
OG0023782	riftia	GO:0005737^cellular_component^cytoplasm`GO:0005525^molecular_function^GTP binding`GO:0003924^molecular_function^GTPase activity	GO:0005737^cellular_component^cytoplasm`GO:0005525^molecular_function^GTP binding`GO:0003924^molecular_function^GTPase activity	GO:0003924^molecular_function^GTPase activity`GO:0005525^molecular_function^GTP binding	RPACG00000025673.1	MYXOVIRUS (INFLUENZA VIRUS) RESISTANCE D-RELATED	K01528
OG0028122							
OG0028123	riftia	.	.	.	RPACG00000021502.1	NO HIT
OG0028124	riftia	.	.	.	RPACG00000033377.1	NO HIT
OG0028126	riftia	.	.	.	RPACG00000025406.1	NO HIT
OG0028137							
OG0028138							
OG0028143							
OG0028144							
OG0028148	riftia	.	.	.	RPACG00000010841.1	NO HIT
OG0028151							
OG0028153	riftia	.	.	.	RPACG00000024807.1	NO HIT
OG0028163							
OG0028165							
OG0028173	riftia	.	.	.	RPACG00000002082.1	NO HIT
OG0028175							
OG0028181	riftia	.	.	.	RPACG00000000566.1	FAMILY NOT NAMED	
OG0028188	riftia	.	.	.	RPACG00000035795.1	MAJOR POLLEN ALLERGEN OLE E 6-LIKE	
OG0028195							
OG0028210							
OG0028221	riftia	.	.	.	RPACG00000024404.1	STIMULATED BY RETINOIC ACID GENE 8 PROTEIN HOMOLOG	
OG0028232	riftia	GO:0000062^molecular_function^fatty-acyl-CoA binding`GO:0008289^molecular_function^lipid binding	GO:0000062^molecular_function^fatty-acyl-CoA binding`GO:0008289^molecular_function^lipid binding	GO:0000062^molecular_function^fatty-acyl-CoA binding	RPACG00000020142.1	GEO10176P1	K08762
OG0028232	riftia	GO:0000062^molecular_function^fatty-acyl-CoA binding`GO:0008289^molecular_function^lipid binding	GO:0000062^molecular_function^fatty-acyl-CoA binding`GO:0008289^molecular_function^lipid binding	GO:0000062^molecular_function^fatty-acyl-CoA binding	RPACG00000020173.1	GEO10176P1	K08762
OG0028248	riftia	.	.	.	RPACG00000009770.1	LYMPHOCYTE ANTIGEN 6 COMPLEX LOCUS M	
OG0028249	riftia	.	.	.	RPACG00000026040.1	NO HIT
OG0028256	riftia	.	.	.	RPACG00000005489.1	SUBFAMILY NOT NAMED	K06236
OG0028260	riftia	.	.	.	RPACG00000006602.1	PROTEIN CBG18525	
OG0028580	riftia	GO:0008810^molecular_function^cellulase activity`GO:0030248^molecular_function^cellulose binding`GO:0030245^biological_process^cellulose catabolic process	GO:0008810^molecular_function^cellulase activity`GO:0030248^molecular_function^cellulose binding`GO:0030245^biological_process^cellulose catabolic process	GO:0004553^molecular_function^hydrolase activity hydrolyzing O-glycosyl compounds`GO:0005975^biological_process^carbohydrate metabolic process	RPACG00000004675.1	ENDO-1 4-BETA-GLUCANASE	K01179
OG0028580	riftia	GO:0008810^molecular_function^cellulase activity`GO:0030248^molecular_function^cellulose binding`GO:0030245^biological_process^cellulose catabolic process	GO:0008810^molecular_function^cellulase activity`GO:0030248^molecular_function^cellulose binding`GO:0030245^biological_process^cellulose catabolic process	GO:0004553^molecular_function^hydrolase activity hydrolyzing O-glycosyl compounds`GO:0005975^biological_process^carbohydrate metabolic process	RPACG00000004676.1	ENDOGLUCANASE	K01179
OG0028580	riftia	GO:0008810^molecular_function^cellulase activity`GO:0030245^biological_process^cellulose catabolic process`GO:0009835^biological_process^fruit ripening	GO:0008810^molecular_function^cellulase activity`GO:0030245^biological_process^cellulose catabolic process`GO:0009835^biological_process^fruit ripening	GO:0004553^molecular_function^hydrolase activity hydrolyzing O-glycosyl compounds`GO:0005975^biological_process^carbohydrate metabolic process	RPACG00000035958.1	ENDO-1 4-BETA-GLUCANASE	K01179
OG0028589	riftia	GO:0016324^cellular_component^apical plasma membrane`GO:0070062^cellular_component^extracellular exosome`GO:0016021^cellular_component^integral component of membrane`GO:0005886^cellular_component^plasma membrane`GO:0015129^molecular_function^lactate transmembrane transporter activity`GO:0140161^molecular_function^monocarboxylate:sodium symporter activity`GO:0008028^molecular_function^monocarboxylic acid transmembrane transporter activity`GO:0005343^molecular_function^organic acid:sodium symporter activity`GO:0022803^molecular_function^passive transmembrane transporter activity`GO:0015552^molecular_function^propionate transmembrane transporter activity`GO:0015293^molecular_function^symporter activity`GO:0006915^biological_process^apoptotic process`GO:0006811^biological_process^ion transport`GO:0034356^biological_process^NAD biosynthesis via nicotinamide riboside salvage pathway`GO:0015730^biological_process^propanoate transport`GO:0015913^biological_process^short-chain fatty acid import`GO:0006814^biological_process^sodium ion transport	GO:0016324^cellular_component^apical plasma membrane`GO:0070062^cellular_component^extracellular exosome`GO:0016021^cellular_component^integral component of membrane`GO:0005886^cellular_component^plasma membrane`GO:0015129^molecular_function^lactate transmembrane transporter activity`GO:0140161^molecular_function^monocarboxylate:sodium symporter activity`GO:0008028^molecular_function^monocarboxylic acid transmembrane transporter activity`GO:0005343^molecular_function^organic acid:sodium symporter activity`GO:0022803^molecular_function^passive transmembrane transporter activity`GO:0015552^molecular_function^propionate transmembrane transporter activity`GO:0015293^molecular_function^symporter activity`GO:0006915^biological_process^apoptotic process`GO:0006811^biological_process^ion transport`GO:0034356^biological_process^NAD biosynthesis via nicotinamide riboside salvage pathway`GO:0015730^biological_process^propanoate transport`GO:0015913^biological_process^short-chain fatty acid import`GO:0006814^biological_process^sodium ion transport	GO:0022857^molecular_function^transmembrane transporter activity`GO:0055085^biological_process^transmembrane transport`GO:0016020^cellular_component^membrane	RPACG00000019864.1	SODIUM-COUPLED MONOCARBOXYLATE TRANSPORTER	K14388
OG0028595	riftia	.	.	.	RPACG00000031083.1	NO HIT
OG0028597	riftia	GO:0031012^cellular_component^extracellular matrix`GO:0005576^cellular_component^extracellular region`GO:0005509^molecular_function^calcium ion binding`GO:0030246^molecular_function^carbohydrate binding`GO:0005540^molecular_function^hyaluronic acid binding`GO:0007155^biological_process^cell adhesion`GO:0007417^biological_process^central nervous system development`GO:0001501^biological_process^skeletal system development	GO:0031012^cellular_component^extracellular matrix`GO:0005576^cellular_component^extracellular region`GO:0005509^molecular_function^calcium ion binding`GO:0030246^molecular_function^carbohydrate binding`GO:0005540^molecular_function^hyaluronic acid binding`GO:0007155^biological_process^cell adhesion`GO:0007417^biological_process^central nervous system development`GO:0001501^biological_process^skeletal system development	.	RPACG00000024691.1	RAD50	K10866
OG0035593							
OG0035601	riftia	GO:0016021^cellular_component^integral component of membrane`GO:0005743^cellular_component^mitochondrial inner membrane`GO:0005739^cellular_component^mitochondrion`GO:0015139^molecular_function^alpha-ketoglutarate transmembrane transporter activity`GO:0015297^molecular_function^antiporter activity`GO:0015140^molecular_function^malate transmembrane transporter activity`GO:0015131^molecular_function^oxaloacetate transmembrane transporter activity`GO:0015141^molecular_function^succinate transmembrane transporter activity`GO:0015116^molecular_function^sulfate transmembrane transporter activity`GO:0015117^molecular_function^thiosulfate transmembrane transporter activity`GO:0071423^biological_process^malate transmembrane transport`GO:0015729^biological_process^oxaloacetate transport`GO:0035435^biological_process^phosphate ion transmembrane transport`GO:0071422^biological_process^succinate transmembrane transport`GO:0008272^biological_process^sulfate transport`GO:0015709^biological_process^thiosulfate transport	GO:0016021^cellular_component^integral component of membrane`GO:0005743^cellular_component^mitochondrial inner membrane`GO:0005739^cellular_component^mitochondrion`GO:0015139^molecular_function^alpha-ketoglutarate transmembrane transporter activity`GO:0015297^molecular_function^antiporter activity`GO:0015140^molecular_function^malate transmembrane transporter activity`GO:0015131^molecular_function^oxaloacetate transmembrane transporter activity`GO:0015141^molecular_function^succinate transmembrane transporter activity`GO:0015116^molecular_function^sulfate transmembrane transporter activity`GO:0015117^molecular_function^thiosulfate transmembrane transporter activity`GO:0071423^biological_process^malate transmembrane transport`GO:0015729^biological_process^oxaloacetate transport`GO:0035435^biological_process^phosphate ion transmembrane transport`GO:0071422^biological_process^succinate transmembrane transport`GO:0008272^biological_process^sulfate transport`GO:0015709^biological_process^thiosulfate transport	.	RPACG00000000595.1	MITOCHONDRIAL 2-OXOGLUTARATE/MALATE CARRIER PROTEIN	K15104
OG0035613	riftia	.	.	.	RPACG00000010587.1	NO HIT
OG0035622	riftia	.	.	.	RPACG00000034157.1	NO HIT
OG0035623	riftia	.	.	.	RPACG00000012797.1	NO HIT
OG0035640							
OG0035649							
OG0035657	riftia	GO:0005576^cellular_component^extracellular region`GO:0004252^molecular_function^serine-type endopeptidase activity	GO:0005576^cellular_component^extracellular region`GO:0004252^molecular_function^serine-type endopeptidase activity	.	RPACG00000000962.1	FAMILY NOT NAMED	
OG0035664							
OG0035669	riftia	.	.	.	RPACG00000004311.1	SI:CABZ01040626.2-RELATED	
OG0035673	riftia	.	.	.	RPACG00000015833.1	NO HIT
OG0035677	riftia	GO:0005509^molecular_function^calcium ion binding`GO:1902848^biological_process^negative regulation of neuronal signal transduction`GO:0045938^biological_process^positive regulation of circadian sleep/wake cycle sleep	GO:0005509^molecular_function^calcium ion binding`GO:1902848^biological_process^negative regulation of neuronal signal transduction`GO:0045938^biological_process^positive regulation of circadian sleep/wake cycle sleep	GO:0005509^molecular_function^calcium ion binding	RPACG00000005732.1	NEURONAL CALCIUM SENSOR FAMILY	K23847
OG0035686	riftia	.	.	.	RPACG00000032652.1	NO HIT
OG0035695	riftia	GO:0005615^cellular_component^extracellular space`GO:0005509^molecular_function^calcium ion binding`GO:0005518^molecular_function^collagen binding`GO:0004222^molecular_function^metalloendopeptidase activity`GO:0008270^molecular_function^zinc ion binding`GO:0007378^biological_process^amnioserosa formation`GO:0008586^biological_process^imaginal disc-derived wing vein morphogenesis`GO:0007313^biological_process^maternal specification of dorsal/ventral axis oocyte soma encoded`GO:0032927^biological_process^positive regulation of activin receptor signaling pathway`GO:0030513^biological_process^positive regulation of BMP signaling pathway`GO:0016485^biological_process^protein processing`GO:0006508^biological_process^proteolysis`GO:0045464^biological_process^R8 cell fate specification	GO:0005615^cellular_component^extracellular space`GO:0005509^molecular_function^calcium ion binding`GO:0005518^molecular_function^collagen binding`GO:0004222^molecular_function^metalloendopeptidase activity`GO:0008270^molecular_function^zinc ion binding`GO:0007378^biological_process^amnioserosa formation`GO:0008586^biological_process^imaginal disc-derived wing vein morphogenesis`GO:0007313^biological_process^maternal specification of dorsal/ventral axis oocyte soma encoded`GO:0032927^biological_process^positive regulation of activin receptor signaling pathway`GO:0030513^biological_process^positive regulation of BMP signaling pathway`GO:0016485^biological_process^protein processing`GO:0006508^biological_process^proteolysis`GO:0045464^biological_process^R8 cell fate specification	GO:0005509^molecular_function^calcium ion binding	RPACG00000007316.1	COLLAGEN TRIPLE HELIX REPEAT	K06236
OG0035712							
OG0035717							
