Orthogroup	Species	GO_term1	GO_term2	GO_term3	gene_ID	Panther_annotation	KEGG_number
OG0036508	riftia	.	.	.	RPACG00000011115.1	NO HIT
OG0036508	riftia	.	.	.	RPACG00000011116.1	NO HIT
OG0036508	riftia	.	.	.	RPACG00000011117.1	NO HIT
OG0036509	riftia	.	.	.	RPACG00000011306.1	SUBFAMILY NOT NAMED	K09188
OG0036509	riftia	.	.	.	RPACG00000011316.1	SUBFAMILY NOT NAMED	K09188
OG0036509	riftia	GO:0005576^cellular_component^extracellular region`GO:0031091^cellular_component^platelet alpha granule`GO:0005507^molecular_function^copper ion binding`GO:0008015^biological_process^blood circulation`GO:0007596^biological_process^blood coagulation	GO:0005576^cellular_component^extracellular region`GO:0031091^cellular_component^platelet alpha granule`GO:0005507^molecular_function^copper ion binding`GO:0008015^biological_process^blood circulation`GO:0007596^biological_process^blood coagulation	.	RPACG00000011319.1	SUBFAMILY NOT NAMED	K09188
OG0036510	riftia	.	.	GO:0004867^molecular_function^serine-type endopeptidase inhibitor activity	RPACG00000011549.1	SUBFAMILY NOT NAMED	
OG0036510	riftia	.	.	GO:0004867^molecular_function^serine-type endopeptidase inhibitor activity	RPACG00000011553.1	ACP24A4-RELATED	
OG0036510	riftia	GO:0005576^cellular_component^extracellular region`GO:0042151^cellular_component^nematocyst`GO:0004867^molecular_function^serine-type endopeptidase inhibitor activity`GO:0090729^molecular_function^toxin activity	GO:0005576^cellular_component^extracellular region`GO:0042151^cellular_component^nematocyst`GO:0004867^molecular_function^serine-type endopeptidase inhibitor activity`GO:0090729^molecular_function^toxin activity	GO:0004867^molecular_function^serine-type endopeptidase inhibitor activity	RPACG00000011556.1	IP20435P	
OG0036511	riftia	.	.	.	RPACG00000011964.1	NO HIT
OG0036511	riftia	.	.	.	RPACG00000011965.1	NO HIT
OG0036511	riftia	.	.	.	RPACG00000011966.1	NO HIT
OG0036512	riftia	GO:0005737^cellular_component^cytoplasm`GO:0005634^cellular_component^nucleus`GO:0003950^molecular_function^NAD+ ADP-ribosyltransferase activity`GO:0070403^molecular_function^NAD+ binding`GO:1990404^molecular_function^protein ADP-ribosylase activity`GO:0003714^molecular_function^transcription corepressor activity`GO:0010629^biological_process^negative regulation of gene expression`GO:0000122^biological_process^negative regulation of transcription by RNA polymerase II`GO:0140289^biological_process^protein mono-ADP-ribosylation`GO:0070212^biological_process^protein poly-ADP-ribosylation	GO:0005737^cellular_component^cytoplasm`GO:0005634^cellular_component^nucleus`GO:0003950^molecular_function^NAD+ ADP-ribosyltransferase activity`GO:0070403^molecular_function^NAD+ binding`GO:1990404^molecular_function^protein ADP-ribosylase activity`GO:0003714^molecular_function^transcription corepressor activity`GO:0010629^biological_process^negative regulation of gene expression`GO:0000122^biological_process^negative regulation of transcription by RNA polymerase II`GO:0140289^biological_process^protein mono-ADP-ribosylation`GO:0070212^biological_process^protein poly-ADP-ribosylation	.	RPACG00000012129.1	PARP/ZINC FINGER CCCH TYPE DOMAIN CONTAINING PROTEIN	
OG0036512	riftia	GO:0005737^cellular_component^cytoplasm`GO:0005829^cellular_component^cytosol`GO:0005634^cellular_component^nucleus`GO:0005886^cellular_component^plasma membrane`GO:0019899^molecular_function^enzyme binding`GO:0003950^molecular_function^NAD+ ADP-ribosyltransferase activity`GO:0070403^molecular_function^NAD+ binding`GO:1990404^molecular_function^protein ADP-ribosylase activity`GO:0003714^molecular_function^transcription corepressor activity`GO:0045087^biological_process^innate immune response`GO:0010629^biological_process^negative regulation of gene expression`GO:0060336^biological_process^negative regulation of interferon-gamma-mediated signaling pathway`GO:0042532^biological_process^negative regulation of tyrosine phosphorylation of STAT protein`GO:1902216^biological_process^positive regulation of interleukin-4-mediated signaling pathway`GO:0042531^biological_process^positive regulation of tyrosine phosphorylation of STAT protein`GO:0006471^biological_process^protein ADP-ribosylation`GO:0140289^biological_process^protein mono-ADP-ribosylation`GO:0070212^biological_process^protein poly-ADP-ribosylation	GO:0005737^cellular_component^cytoplasm`GO:0005829^cellular_component^cytosol`GO:0005634^cellular_component^nucleus`GO:0005886^cellular_component^plasma membrane`GO:0019899^molecular_function^enzyme binding`GO:0003950^molecular_function^NAD+ ADP-ribosyltransferase activity`GO:0070403^molecular_function^NAD+ binding`GO:1990404^molecular_function^protein ADP-ribosylase activity`GO:0003714^molecular_function^transcription corepressor activity`GO:0045087^biological_process^innate immune response`GO:0010629^biological_process^negative regulation of gene expression`GO:0060336^biological_process^negative regulation of interferon-gamma-mediated signaling pathway`GO:0042532^biological_process^negative regulation of tyrosine phosphorylation of STAT protein`GO:1902216^biological_process^positive regulation of interleukin-4-mediated signaling pathway`GO:0042531^biological_process^positive regulation of tyrosine phosphorylation of STAT protein`GO:0006471^biological_process^protein ADP-ribosylation`GO:0140289^biological_process^protein mono-ADP-ribosylation`GO:0070212^biological_process^protein poly-ADP-ribosylation	.	RPACG00000012133.1	PARP/ZINC FINGER CCCH TYPE DOMAIN CONTAINING PROTEIN	
OG0036512	riftia	GO:0005737^cellular_component^cytoplasm`GO:0005829^cellular_component^cytosol`GO:0016020^cellular_component^membrane`GO:0005634^cellular_component^nucleus`GO:0005886^cellular_component^plasma membrane`GO:0019899^molecular_function^enzyme binding`GO:0003950^molecular_function^NAD+ ADP-ribosyltransferase activity`GO:0070403^molecular_function^NAD+ binding`GO:1990404^molecular_function^protein ADP-ribosylase activity`GO:0003714^molecular_function^transcription corepressor activity`GO:0045087^biological_process^innate immune response`GO:0010629^biological_process^negative regulation of gene expression`GO:0060336^biological_process^negative regulation of interferon-gamma-mediated signaling pathway`GO:0042532^biological_process^negative regulation of tyrosine phosphorylation of STAT protein`GO:1902216^biological_process^positive regulation of interleukin-4-mediated signaling pathway`GO:0042531^biological_process^positive regulation of tyrosine phosphorylation of STAT protein`GO:0006471^biological_process^protein ADP-ribosylation`GO:0140289^biological_process^protein mono-ADP-ribosylation`GO:0070212^biological_process^protein poly-ADP-ribosylation	GO:0005737^cellular_component^cytoplasm`GO:0005829^cellular_component^cytosol`GO:0016020^cellular_component^membrane`GO:0005634^cellular_component^nucleus`GO:0005886^cellular_component^plasma membrane`GO:0019899^molecular_function^enzyme binding`GO:0003950^molecular_function^NAD+ ADP-ribosyltransferase activity`GO:0070403^molecular_function^NAD+ binding`GO:1990404^molecular_function^protein ADP-ribosylase activity`GO:0003714^molecular_function^transcription corepressor activity`GO:0045087^biological_process^innate immune response`GO:0010629^biological_process^negative regulation of gene expression`GO:0060336^biological_process^negative regulation of interferon-gamma-mediated signaling pathway`GO:0042532^biological_process^negative regulation of tyrosine phosphorylation of STAT protein`GO:1902216^biological_process^positive regulation of interleukin-4-mediated signaling pathway`GO:0042531^biological_process^positive regulation of tyrosine phosphorylation of STAT protein`GO:0006471^biological_process^protein ADP-ribosylation`GO:0140289^biological_process^protein mono-ADP-ribosylation`GO:0070212^biological_process^protein poly-ADP-ribosylation	.	RPACG00000033671.1	PROTEIN MONO-ADP-RIBOSYLTRANSFERASE PARP9	
OG0036513	riftia	.	.	.	RPACG00000012349.1	SUBFAMILY NOT NAMED	
OG0036513	riftia	.	.	.	RPACG00000012352.1	SUBFAMILY NOT NAMED	
OG0036513	riftia	.	.	.	RPACG00000012354.1	SUBFAMILY NOT NAMED	
OG0036514	riftia	.	.	.	RPACG00000012564.1	NO HIT
OG0036514	riftia	.	.	.	RPACG00000012565.1	NO HIT
OG0036514	riftia	.	.	.	RPACG00000014346.1	NO HIT
OG0036515	riftia	GO:0005737^cellular_component^cytoplasm`GO:0030286^cellular_component^dynein complex`GO:0005874^cellular_component^microtubule`GO:0031514^cellular_component^motile cilium`GO:0003774^molecular_function^motor activity	GO:0005737^cellular_component^cytoplasm`GO:0030286^cellular_component^dynein complex`GO:0005874^cellular_component^microtubule`GO:0031514^cellular_component^motile cilium`GO:0003774^molecular_function^motor activity	.	RPACG00000013091.1	SUBFAMILY NOT NAMED	
OG0036515	riftia	GO:0005618^cellular_component^cell wall`GO:0005737^cellular_component^cytoplasm`GO:0005576^cellular_component^extracellular region	GO:0005618^cellular_component^cell wall`GO:0005737^cellular_component^cytoplasm`GO:0005576^cellular_component^extracellular region	.	RPACG00000013092.1	SUBFAMILY NOT NAMED	
OG0036515	riftia	GO:0005576^cellular_component^extracellular region`GO:0005796^cellular_component^Golgi lumen`GO:0005886^cellular_component^plasma membrane`GO:0016266^biological_process^O-glycan processing`GO:0002223^biological_process^stimulatory C-type lectin receptor signaling pathway	GO:0005576^cellular_component^extracellular region`GO:0005796^cellular_component^Golgi lumen`GO:0005886^cellular_component^plasma membrane`GO:0016266^biological_process^O-glycan processing`GO:0002223^biological_process^stimulatory C-type lectin receptor signaling pathway	.	RPACG00000013093.1	SUBFAMILY NOT NAMED	
OG0036516	riftia	GO:0005634^cellular_component^nucleus`GO:0003677^molecular_function^DNA binding`GO:0046872^molecular_function^metal ion binding	GO:0005634^cellular_component^nucleus`GO:0003677^molecular_function^DNA binding`GO:0046872^molecular_function^metal ion binding	.	RPACG00000013100.1	SUBFAMILY NOT NAMED	
OG0036516	riftia	GO:0005634^cellular_component^nucleus`GO:0003677^molecular_function^DNA binding`GO:0046872^molecular_function^metal ion binding	GO:0005634^cellular_component^nucleus`GO:0003677^molecular_function^DNA binding`GO:0046872^molecular_function^metal ion binding	.	RPACG00000013101.1	SUBFAMILY NOT NAMED	
OG0036516	riftia	GO:0005634^cellular_component^nucleus`GO:0003677^molecular_function^DNA binding`GO:0046872^molecular_function^metal ion binding	GO:0005634^cellular_component^nucleus`GO:0003677^molecular_function^DNA binding`GO:0046872^molecular_function^metal ion binding	.	RPACG00000013102.1	PROTEIN CBG08811	
OG0036517	riftia	GO:0099139^biological_process^cheating during chimeric sorocarp development	GO:0099139^biological_process^cheating during chimeric sorocarp development	.	RPACG00000013622.1	NO HIT
OG0036517	riftia	.	.	.	RPACG00000013623.1	NO HIT
OG0036517	riftia	.	.	.	RPACG00000013624.1	NO HIT
OG0036518	riftia	GO:0016324^cellular_component^apical plasma membrane`GO:0070062^cellular_component^extracellular exosome`GO:0005615^cellular_component^extracellular space`GO:0005796^cellular_component^Golgi lumen`GO:0005887^cellular_component^integral component of plasma membrane`GO:0005886^cellular_component^plasma membrane`GO:0031982^cellular_component^vesicle`GO:0002039^molecular_function^p53 binding`GO:0000978^molecular_function^RNA polymerase II cis-regulatory region sequence-specific DNA binding`GO:0003712^molecular_function^transcription coregulator activity`GO:0019221^biological_process^cytokine-mediated signaling pathway`GO:0006977^biological_process^DNA damage response signal transduction by p53 class mediator resulting in cell cycle arrest`GO:0006978^biological_process^DNA damage response signal transduction by p53 class mediator resulting in transcription of p21 class mediator`GO:0033629^biological_process^negative regulation of cell adhesion mediated by integrin`GO:1902166^biological_process^negative regulation of intrinsic apoptotic signaling pathway in response to DNA damage by p53 class mediator`GO:0010944^biological_process^negative regulation of transcription by competitive promoter binding`GO:0016266^biological_process^O-glycan processing`GO:0090240^biological_process^positive regulation of histone H4 acetylation`GO:0036003^biological_process^positive regulation of transcription from RNA polymerase II promoter in response to stress`GO:0043618^biological_process^regulation of transcription from RNA polymerase II promoter in response to stress`GO:0002223^biological_process^stimulatory C-type lectin receptor signaling pathway	GO:0016324^cellular_component^apical plasma membrane`GO:0070062^cellular_component^extracellular exosome`GO:0005615^cellular_component^extracellular space`GO:0005796^cellular_component^Golgi lumen`GO:0005887^cellular_component^integral component of plasma membrane`GO:0005886^cellular_component^plasma membrane`GO:0031982^cellular_component^vesicle`GO:0002039^molecular_function^p53 binding`GO:0000978^molecular_function^RNA polymerase II cis-regulatory region sequence-specific DNA binding`GO:0003712^molecular_function^transcription coregulator activity`GO:0019221^biological_process^cytokine-mediated signaling pathway`GO:0006977^biological_process^DNA damage response signal transduction by p53 class mediator resulting in cell cycle arrest`GO:0006978^biological_process^DNA damage response signal transduction by p53 class mediator resulting in transcription of p21 class mediator`GO:0033629^biological_process^negative regulation of cell adhesion mediated by integrin`GO:1902166^biological_process^negative regulation of intrinsic apoptotic signaling pathway in response to DNA damage by p53 class mediator`GO:0010944^biological_process^negative regulation of transcription by competitive promoter binding`GO:0016266^biological_process^O-glycan processing`GO:0090240^biological_process^positive regulation of histone H4 acetylation`GO:0036003^biological_process^positive regulation of transcription from RNA polymerase II promoter in response to stress`GO:0043618^biological_process^regulation of transcription from RNA polymerase II promoter in response to stress`GO:0002223^biological_process^stimulatory C-type lectin receptor signaling pathway	.	RPACG00000014362.1	TRIPARTITE MOTIF-CONTAINING PROTEIN 72	
OG0036518	riftia	GO:0016324^cellular_component^apical plasma membrane`GO:0070062^cellular_component^extracellular exosome`GO:0005615^cellular_component^extracellular space`GO:0005796^cellular_component^Golgi lumen`GO:0005887^cellular_component^integral component of plasma membrane`GO:0005886^cellular_component^plasma membrane`GO:0031982^cellular_component^vesicle`GO:0002039^molecular_function^p53 binding`GO:0000978^molecular_function^RNA polymerase II cis-regulatory region sequence-specific DNA binding`GO:0003712^molecular_function^transcription coregulator activity`GO:0019221^biological_process^cytokine-mediated signaling pathway`GO:0006977^biological_process^DNA damage response signal transduction by p53 class mediator resulting in cell cycle arrest`GO:0006978^biological_process^DNA damage response signal transduction by p53 class mediator resulting in transcription of p21 class mediator`GO:0033629^biological_process^negative regulation of cell adhesion mediated by integrin`GO:1902166^biological_process^negative regulation of intrinsic apoptotic signaling pathway in response to DNA damage by p53 class mediator`GO:0010944^biological_process^negative regulation of transcription by competitive promoter binding`GO:0016266^biological_process^O-glycan processing`GO:0090240^biological_process^positive regulation of histone H4 acetylation`GO:0036003^biological_process^positive regulation of transcription from RNA polymerase II promoter in response to stress`GO:0043618^biological_process^regulation of transcription from RNA polymerase II promoter in response to stress`GO:0002223^biological_process^stimulatory C-type lectin receptor signaling pathway	GO:0016324^cellular_component^apical plasma membrane`GO:0070062^cellular_component^extracellular exosome`GO:0005615^cellular_component^extracellular space`GO:0005796^cellular_component^Golgi lumen`GO:0005887^cellular_component^integral component of plasma membrane`GO:0005886^cellular_component^plasma membrane`GO:0031982^cellular_component^vesicle`GO:0002039^molecular_function^p53 binding`GO:0000978^molecular_function^RNA polymerase II cis-regulatory region sequence-specific DNA binding`GO:0003712^molecular_function^transcription coregulator activity`GO:0019221^biological_process^cytokine-mediated signaling pathway`GO:0006977^biological_process^DNA damage response signal transduction by p53 class mediator resulting in cell cycle arrest`GO:0006978^biological_process^DNA damage response signal transduction by p53 class mediator resulting in transcription of p21 class mediator`GO:0033629^biological_process^negative regulation of cell adhesion mediated by integrin`GO:1902166^biological_process^negative regulation of intrinsic apoptotic signaling pathway in response to DNA damage by p53 class mediator`GO:0010944^biological_process^negative regulation of transcription by competitive promoter binding`GO:0016266^biological_process^O-glycan processing`GO:0090240^biological_process^positive regulation of histone H4 acetylation`GO:0036003^biological_process^positive regulation of transcription from RNA polymerase II promoter in response to stress`GO:0043618^biological_process^regulation of transcription from RNA polymerase II promoter in response to stress`GO:0002223^biological_process^stimulatory C-type lectin receptor signaling pathway	.	RPACG00000014363.1	OS06G0693700 PROTEIN	
OG0036518	riftia	GO:0016324^cellular_component^apical plasma membrane`GO:0070062^cellular_component^extracellular exosome`GO:0005615^cellular_component^extracellular space`GO:0005796^cellular_component^Golgi lumen`GO:0005887^cellular_component^integral component of plasma membrane`GO:0005886^cellular_component^plasma membrane`GO:0031982^cellular_component^vesicle`GO:0002039^molecular_function^p53 binding`GO:0000978^molecular_function^RNA polymerase II cis-regulatory region sequence-specific DNA binding`GO:0003712^molecular_function^transcription coregulator activity`GO:0019221^biological_process^cytokine-mediated signaling pathway`GO:0006977^biological_process^DNA damage response signal transduction by p53 class mediator resulting in cell cycle arrest`GO:0006978^biological_process^DNA damage response signal transduction by p53 class mediator resulting in transcription of p21 class mediator`GO:0033629^biological_process^negative regulation of cell adhesion mediated by integrin`GO:1902166^biological_process^negative regulation of intrinsic apoptotic signaling pathway in response to DNA damage by p53 class mediator`GO:0010944^biological_process^negative regulation of transcription by competitive promoter binding`GO:0016266^biological_process^O-glycan processing`GO:0090240^biological_process^positive regulation of histone H4 acetylation`GO:0036003^biological_process^positive regulation of transcription from RNA polymerase II promoter in response to stress`GO:0043618^biological_process^regulation of transcription from RNA polymerase II promoter in response to stress`GO:0002223^biological_process^stimulatory C-type lectin receptor signaling pathway	GO:0016324^cellular_component^apical plasma membrane`GO:0070062^cellular_component^extracellular exosome`GO:0005615^cellular_component^extracellular space`GO:0005796^cellular_component^Golgi lumen`GO:0005887^cellular_component^integral component of plasma membrane`GO:0005886^cellular_component^plasma membrane`GO:0031982^cellular_component^vesicle`GO:0002039^molecular_function^p53 binding`GO:0000978^molecular_function^RNA polymerase II cis-regulatory region sequence-specific DNA binding`GO:0003712^molecular_function^transcription coregulator activity`GO:0019221^biological_process^cytokine-mediated signaling pathway`GO:0006977^biological_process^DNA damage response signal transduction by p53 class mediator resulting in cell cycle arrest`GO:0006978^biological_process^DNA damage response signal transduction by p53 class mediator resulting in transcription of p21 class mediator`GO:0033629^biological_process^negative regulation of cell adhesion mediated by integrin`GO:1902166^biological_process^negative regulation of intrinsic apoptotic signaling pathway in response to DNA damage by p53 class mediator`GO:0010944^biological_process^negative regulation of transcription by competitive promoter binding`GO:0016266^biological_process^O-glycan processing`GO:0090240^biological_process^positive regulation of histone H4 acetylation`GO:0036003^biological_process^positive regulation of transcription from RNA polymerase II promoter in response to stress`GO:0043618^biological_process^regulation of transcription from RNA polymerase II promoter in response to stress`GO:0002223^biological_process^stimulatory C-type lectin receptor signaling pathway	.	RPACG00000014364.1	BNAC08G09080D PROTEIN	
OG0036519	riftia	.	.	.	RPACG00000014416.1	MUCIN-4	
OG0036519	riftia	.	.	.	RPACG00000014420.1	ALPHA-TECTORIN-RELATED	
OG0036519	riftia	.	.	.	RPACG00000014421.1	SUBFAMILY NOT NAMED	
OG0036520	riftia	.	.	.	RPACG00000014615.1	NO HIT
OG0036520	riftia	.	.	.	RPACG00000014616.1	NO HIT
OG0036520	riftia	.	.	.	RPACG00000014617.1	NO HIT
OG0036521	riftia	.	.	.	RPACG00000014752.1	NO HIT
OG0036521	riftia	.	.	.	RPACG00000014754.1	NO HIT
OG0036521	riftia	.	.	.	RPACG00000014760.1	NO HIT
OG0036522	riftia	.	.	.	RPACG00000014913.1	O-FUCOSYLTRANSFERASE 6	
OG0036522	riftia	.	.	.	RPACG00000014915.1	NO HIT
OG0036522	riftia	GO:0016598^biological_process^protein arginylation	GO:0016598^biological_process^protein arginylation	.	RPACG00000014916.1	SUBFAMILY NOT NAMED	
OG0036523	riftia	.	.	.	RPACG00000014984.1	SUBFAMILY NOT NAMED	
OG0036523	riftia	.	.	.	RPACG00000014985.1	NO HIT
OG0036523	riftia	.	.	.	RPACG00000014986.1	OS04G0517000 PROTEIN	
OG0036524	riftia	.	.	.	RPACG00000015003.1	NO HIT
OG0036524	riftia	.	.	.	RPACG00000015004.1	NO HIT
OG0036524	riftia	GO:0009279^cellular_component^cell outer membrane`GO:0050825^molecular_function^ice binding	GO:0009279^cellular_component^cell outer membrane`GO:0050825^molecular_function^ice binding	.	RPACG00000015005.1	TRANSPOSASE YKGN-RELATED	
OG0036525	riftia	.	.	.	RPACG00000015028.1	NO HIT
OG0036525	riftia	GO:0009897^cellular_component^external side of plasma membrane`GO:0005887^cellular_component^integral component of plasma membrane`GO:0005886^cellular_component^plasma membrane`GO:1990913^cellular_component^sperm head plasma membrane`GO:0004222^molecular_function^metalloendopeptidase activity`GO:0008237^molecular_function^metallopeptidase activity`GO:0008584^biological_process^male gonad development`GO:0007283^biological_process^spermatogenesis	GO:0009897^cellular_component^external side of plasma membrane`GO:0005887^cellular_component^integral component of plasma membrane`GO:0005886^cellular_component^plasma membrane`GO:1990913^cellular_component^sperm head plasma membrane`GO:0004222^molecular_function^metalloendopeptidase activity`GO:0008237^molecular_function^metallopeptidase activity`GO:0008584^biological_process^male gonad development`GO:0007283^biological_process^spermatogenesis	.	RPACG00000015029.1	NO HIT
OG0036525	riftia	.	.	.	RPACG00000015030.1	NO HIT
OG0036526	riftia	.	.	.	RPACG00000015046.1	NO HIT
OG0036526	riftia	.	.	.	RPACG00000015047.1	NO HIT
OG0036526	riftia	.	.	.	RPACG00000015049.1	NO HIT
OG0036527	riftia	.	.	.	RPACG00000015048.1	PHOSPHATIDYLSERINE DECARBOXYLASE	
OG0036527	riftia	.	.	.	RPACG00000015050.1	NO HIT
OG0036527	riftia	.	.	.	RPACG00000015051.1	PROTEASE INHIBITOR/SEED STORAGE/LIPID TRANSFER FAMILY PROTEIN	K15261
OG0036528	riftia	.	.	.	RPACG00000015165.1	NO HIT
OG0036528	riftia	.	.	.	RPACG00000015166.1	NO HIT
OG0036528	riftia	.	.	.	RPACG00000015167.1	NO HIT
OG0036529	riftia	.	.	.	RPACG00000015413.1	NO HIT
OG0036529	riftia	.	.	.	RPACG00000015414.1	NO HIT
OG0036529	riftia	.	.	.	RPACG00000015415.1	CHALCONE-FLAVONONE ISOMERASE FAMILY PROTEIN	
OG0036530	riftia	.	.	.	RPACG00000015455.1	NO HIT
OG0036530	riftia	.	.	.	RPACG00000015459.1	NO HIT
OG0036530	riftia	.	.	.	RPACG00000015460.1	SUBFAMILY NOT NAMED	
OG0036531	riftia	GO:0009279^cellular_component^cell outer membrane`GO:0050825^molecular_function^ice binding	GO:0009279^cellular_component^cell outer membrane`GO:0050825^molecular_function^ice binding	.	RPACG00000015664.1	50 KDA SPICULE MATRIX PROTEIN	
OG0036531	riftia	GO:0009279^cellular_component^cell outer membrane`GO:0050825^molecular_function^ice binding	GO:0009279^cellular_component^cell outer membrane`GO:0050825^molecular_function^ice binding	.	RPACG00000015665.1	SUBFAMILY NOT NAMED	
OG0036531	riftia	GO:0009279^cellular_component^cell outer membrane`GO:0050825^molecular_function^ice binding	GO:0009279^cellular_component^cell outer membrane`GO:0050825^molecular_function^ice binding	.	RPACG00000015666.1	BNACNNG33440D PROTEIN	K20181
OG0036532	riftia	.	.	.	RPACG00000015827.1	FAMILY NOT NAMED	
OG0036532	riftia	.	.	.	RPACG00000015828.1	FAMILY NOT NAMED	
OG0036532	riftia	.	.	.	RPACG00000015829.1	FAMILY NOT NAMED	
OG0036533	riftia	.	.	.	RPACG00000016145.1	NO HIT
OG0036533	riftia	.	.	.	RPACG00000016146.1	NO HIT
OG0036533	riftia	.	.	.	RPACG00000016147.1	CORE-2/I-BRANCHING BETA-1 6-N-ACETYLGLUCOSAMINYLTRANSFERASE FAMILY PROTEIN	
OG0036534	riftia	.	.	.	RPACG00000016255.1	NO HIT
OG0036534	riftia	.	.	.	RPACG00000016257.1	FAMILY NOT NAMED	
OG0036534	riftia	.	.	.	RPACG00000016258.1	NO HIT
OG0036535	riftia	.	.	.	RPACG00000016571.1	OS12G0437800 PROTEIN	
OG0036535	riftia	.	.	.	RPACG00000016572.1	OS12G0437800 PROTEIN	
OG0036535	riftia	.	.	.	RPACG00000016573.1	NO HIT
OG0036536	riftia	.	.	.	RPACG00000016633.1	NO HIT
OG0036536	riftia	.	.	.	RPACG00000016634.1	SUBFAMILY NOT NAMED	
OG0036536	riftia	.	.	.	RPACG00000016635.1	NO HIT
OG0036537	riftia	GO:0005576^cellular_component^extracellular region	GO:0005576^cellular_component^extracellular region	.	RPACG00000016820.1	SUBFAMILY NOT NAMED	
OG0036537	riftia	GO:0005576^cellular_component^extracellular region	GO:0005576^cellular_component^extracellular region	.	RPACG00000034167.1	SUBFAMILY NOT NAMED	
OG0036537	riftia	GO:0005576^cellular_component^extracellular region	GO:0005576^cellular_component^extracellular region	.	RPACG00000034168.1	SUBFAMILY NOT NAMED	
OG0036538	riftia	.	.	.	RPACG00000017131.1	NO HIT
OG0036538	riftia	.	.	.	RPACG00000017138.1	SUBFAMILY NOT NAMED	
OG0036538	riftia	.	.	.	RPACG00000017143.1	SUBFAMILY NOT NAMED	
OG0036539	riftia	.	.	.	RPACG00000017132.1	SUBFAMILY NOT NAMED	
OG0036539	riftia	.	.	.	RPACG00000017133.1	SUBFAMILY NOT NAMED	
OG0036539	riftia	.	.	.	RPACG00000017150.1	ELICITOR-RESPONSIVE PROTEIN 1	
OG0036540	riftia	.	.	.	RPACG00000017154.1	SUBFAMILY NOT NAMED	
OG0036540	riftia	.	.	.	RPACG00000017159.1	SUBFAMILY NOT NAMED	
OG0036540	riftia	.	.	.	RPACG00000017176.1	SUBFAMILY NOT NAMED	
OG0036541	riftia	.	.	.	RPACG00000017511.1	LOC100135371 PROTEIN	
OG0036541	riftia	.	.	.	RPACG00000025646.1	NO HIT
OG0036541	riftia	.	.	.	RPACG00000025701.1	SUBFAMILY NOT NAMED	
OG0036542	riftia	.	.	.	RPACG00000017782.1	NO HIT
OG0036542	riftia	.	.	.	RPACG00000017783.1	SUBFAMILY NOT NAMED	
OG0036542	riftia	.	.	.	RPACG00000017784.1	PROTEIN PUTATIVE-RELATED	
OG0036543	riftia	.	.	.	RPACG00000018494.1	NO HIT
OG0036543	riftia	.	.	.	RPACG00000018495.1	BNAA04G28620D PROTEIN	
OG0036543	riftia	.	.	.	RPACG00000018496.1	NO HIT
OG0036544	riftia	.	.	.	RPACG00000018527.1	NO HIT
OG0036544	riftia	.	.	.	RPACG00000018528.1	COLLAGEN TYPE VI ALPHA 4A	
OG0036544	riftia	.	.	.	RPACG00000036265.1	NO HIT
OG0036545	riftia	.	.	.	RPACG00000018759.1	SUBFAMILY NOT NAMED	
OG0036545	riftia	.	.	.	RPACG00000019000.1	NO HIT
OG0036545	riftia	.	.	.	RPACG00000019001.1	OS02G0130700 PROTEIN	
OG0036546	riftia	.	.	.	RPACG00000019106.1	NO HIT
OG0036546	riftia	.	.	.	RPACG00000019107.1	NO HIT
OG0036546	riftia	.	.	.	RPACG00000019108.1	NO HIT
OG0036547	riftia	.	.	.	RPACG00000019167.1	NO HIT
OG0036547	riftia	.	.	.	RPACG00000019168.1	NO HIT
OG0036547	riftia	.	.	.	RPACG00000019169.1	NO HIT
OG0036548	riftia	.	.	.	RPACG00000019343.1	NO HIT
OG0036548	riftia	.	.	.	RPACG00000019344.1	NO HIT
OG0036548	riftia	.	.	.	RPACG00000019345.1	NO HIT
OG0036549	riftia	.	.	.	RPACG00000019379.1	SUBFAMILY NOT NAMED	
OG0036549	riftia	.	.	.	RPACG00000019382.1	SUBFAMILY NOT NAMED	
OG0036549	riftia	.	.	.	RPACG00000019386.1	SUBFAMILY NOT NAMED	
OG0036550	riftia	.	.	.	RPACG00000019383.1	NO HIT
OG0036550	riftia	.	.	.	RPACG00000019385.1	NO HIT
OG0036550	riftia	.	.	.	RPACG00000019389.1	NO HIT
OG0036551	riftia	.	.	.	RPACG00000019481.1	PROTEIN CBG23764	
OG0036551	riftia	.	.	.	RPACG00000036357.1	FAMILY NOT NAMED	
OG0036551	riftia	.	.	.	RPACG00000036358.1	FAMILY NOT NAMED	
OG0036552	riftia	GO:0031012^cellular_component^extracellular matrix`GO:0005509^molecular_function^calcium ion binding`GO:0030246^molecular_function^carbohydrate binding`GO:0005540^molecular_function^hyaluronic acid binding`GO:0007155^biological_process^cell adhesion`GO:0007417^biological_process^central nervous system development`GO:0001501^biological_process^skeletal system development	GO:0031012^cellular_component^extracellular matrix`GO:0005509^molecular_function^calcium ion binding`GO:0030246^molecular_function^carbohydrate binding`GO:0005540^molecular_function^hyaluronic acid binding`GO:0007155^biological_process^cell adhesion`GO:0007417^biological_process^central nervous system development`GO:0001501^biological_process^skeletal system development	.	RPACG00000019806.1	SUBFAMILY NOT NAMED	
