



CapteT149515
CapteT149543
CapteT149569
CapteT149571
CapteT149583
CapteT149599
CapteT1495	K09660
CapteT187482	K00670	
CapteT187483
CapteT187484
CapteT187485
CapteT187486
CapteT187487
CapteT187489
CapteT206463	K20123	
CapteT21356	
CapteT213562
CapteT213563
CapteT213564
CapteT213568
CapteT213569
CapteT213695
CapteT213697
CapteT213699
CapteT21369	K21798
K01596
K01783
K04233	
K06944
K07762
K08838	
K10434
K11128
K14389
K17286
K17352
K19765	
OG0000121							
OG0000121							
OG0000121	capitella			\tCapteT101426	K07190	
OG0011569							
OG0011569							
OG0011569							
OG0011569							
OG0011569							
OG0011569	riftia	GO:0009279^cellular_component^cell outer membrane`GO:0050825^molecular_function^ice binding	GO:0009279^cellular_component^cell outer membrane`GO:0050825^molecular_function^ice binding	.	RPACG00000011357.1	SUBFAMILY NOT NAMED	
OG0011636							
OG0011636							
OG0011636							
OG0011636							
OG0011636							
OG0011636	riftia	GO:0009925^cellular_component^basal plasma membrane`GO:0005737^cellular_component^cytoplasm`GO:0005789^cellular_component^endoplasmic reticulum membrane`GO:0005768^cellular_component^endosome`GO:0010008^cellular_component^endosome membrane`GO:0000139^cellular_component^Golgi membrane`GO:0005887^cellular_component^integral component of plasma membrane`GO:0031965^cellular_component^nuclear membrane`GO:0005634^cellular_component^nucleus`GO:0005886^cellular_component^plasma membrane`GO:0043235^cellular_component^receptor complex`GO:0005524^molecular_function^ATP binding`GO:0003682^molecular_function^chromatin binding`GO:0048408^molecular_function^epidermal growth factor binding`GO:0005006^molecular_function^epidermal growth factor-activated receptor activity`GO:0004713^molecular_function^protein tyrosine kinase activity`GO:0004714^molecular_function^transmembrane receptor protein tyrosine kinase activity`GO:0030154^biological_process^cell differentiation`GO:0071364^biological_process^cellular response to epidermal growth factor stimulus`GO:0071392^biological_process^cellular response to estradiol stimulus`GO:0007173^biological_process^epidermal growth factor receptor signaling pathway`GO:0007611^biological_process^learning or memory`GO:0007275^biological_process^multicellular organism development`GO:0043066^biological_process^negative regulation of apoptotic process`GO:0030307^biological_process^positive regulation of cell growth`GO:0008284^biological_process^positive regulation of cell population proliferation`GO:0050679^biological_process^positive regulation of epithelial cell proliferation`GO:0070374^biological_process^positive regulation of ERK1 and ERK2 cascade`GO:0033674^biological_process^positive regulation of kinase activity`GO:1902966^biological_process^positive regulation of protein localization to early endosome`GO:0001934^biological_process^positive regulation of protein phosphorylation`GO:0045944^biological_process^positive regulation of transcription by RNA polymerase II`GO:0007169^biological_process^transmembrane receptor protein tyrosine kinase signaling pathway	GO:0009925^cellular_component^basal plasma membrane`GO:0005737^cellular_component^cytoplasm`GO:0005789^cellular_component^endoplasmic reticulum membrane`GO:0005768^cellular_component^endosome`GO:0010008^cellular_component^endosome membrane`GO:0000139^cellular_component^Golgi membrane`GO:0005887^cellular_component^integral component of plasma membrane`GO:0031965^cellular_component^nuclear membrane`GO:0005634^cellular_component^nucleus`GO:0005886^cellular_component^plasma membrane`GO:0043235^cellular_component^receptor complex`GO:0005524^molecular_function^ATP binding`GO:0003682^molecular_function^chromatin binding`GO:0048408^molecular_function^epidermal growth factor binding`GO:0005006^molecular_function^epidermal growth factor-activated receptor activity`GO:0004713^molecular_function^protein tyrosine kinase activity`GO:0004714^molecular_function^transmembrane receptor protein tyrosine kinase activity`GO:0030154^biological_process^cell differentiation`GO:0071364^biological_process^cellular response to epidermal growth factor stimulus`GO:0071392^biological_process^cellular response to estradiol stimulus`GO:0007173^biological_process^epidermal growth factor receptor signaling pathway`GO:0007611^biological_process^learning or memory`GO:0007275^biological_process^multicellular organism development`GO:0043066^biological_process^negative regulation of apoptotic process`GO:0030307^biological_process^positive regulation of cell growth`GO:0008284^biological_process^positive regulation of cell population proliferation`GO:0050679^biological_process^positive regulation of epithelial cell proliferation`GO:0070374^biological_process^positive regulation of ERK1 and ERK2 cascade`GO:0033674^biological_process^positive regulation of kinase activity`GO:1902966^biological_process^positive regulation of protein localization to early endosome`GO:0001934^biological_process^positive regulation of protein phosphorylation`GO:0045944^biological_process^positive regulation of transcription by RNA polymerase II`GO:0007169^biological_process^transmembrane receptor protein tyrosine kinase signaling pathway	GO:0004714^molecular_function^transmembrane receptor protein tyrosine kinase activity`GO:0005524^molecular_function^ATP binding`GO:0006468^biological_process^protein phosphorylation`GO:0007169^biological_process^transmembrane receptor protein tyrosine kinase signaling pathway`GO:0016020^cellular_component^membrane	RPACG00000030235.1	RECEPTOR TYROSINE-PROTEIN KINASE ERBB-3	K04361
OG0011654							
OG0011654							
OG0011654	capitella			\tCapteT178444		
OG0011654	lamellibrachia	.	.	.	FUN_038104-T1	NASCENT POLYPEPTIDE ASSOCIATED COMPLEX ALPHA SUBUNIT-RELATED	
OG0011654	owenia	.	.	.	OFUSG01982.1	FAMILY NOT NAMED	K12572
OG0011654	riftia	GO:0016324^cellular_component^apical plasma membrane`GO:0034451^cellular_component^centriolar satellite`GO:0005737^cellular_component^cytoplasm`GO:0046872^molecular_function^metal ion binding`GO:0036159^biological_process^inner dynein arm assembly`GO:0044458^biological_process^motile cilium assembly`GO:0036158^biological_process^outer dynein arm assembly`GO:1905505^biological_process^positive regulation of motile cilium assembly	GO:0016324^cellular_component^apical plasma membrane`GO:0034451^cellular_component^centriolar satellite`GO:0005737^cellular_component^cytoplasm`GO:0046872^molecular_function^metal ion binding`GO:0036159^biological_process^inner dynein arm assembly`GO:0044458^biological_process^motile cilium assembly`GO:0036158^biological_process^outer dynein arm assembly`GO:1905505^biological_process^positive regulation of motile cilium assembly	.	RPACG00000003998.1	DEFORMED EPIDERMAL AUTOREGULATORY FACTOR 1 HOMOLOG SUPPRESSIN	
OG0011680							
OG0011680							
OG0011680	capitella			\tCapteT146389		
OG0011680	capitella			\tCapteT187716		
OG0011680	lamellibrachia	GO:0005783^cellular_component^endoplasmic reticulum	GO:0005783^cellular_component^endoplasmic reticulum	.	FUN_040618-T1	SELENOPROTEIN M	
OG0011680	paraescarpia	
OG0011680	riftia	GO:0005783^cellular_component^endoplasmic reticulum	GO:0005783^cellular_component^endoplasmic reticulum	.	RPACG00000011639.1	SELENOPROTEIN M	
OG0011682							
OG0011682							
OG0011682							
OG0011682	capitella			\tCapteT198392	K12472	
OG0011682	owenia	GO:0016235^cellular_component^aggresome`GO:0030122^cellular_component^AP-2 adaptor complex`GO:0016324^cellular_component^apical plasma membrane`GO:0009925^cellular_component^basal plasma membrane`GO:0060170^cellular_component^ciliary membrane`GO:0030132^cellular_component^clathrin coat of coated pit`GO:0005905^cellular_component^clathrin-coated pit`GO:0005829^cellular_component^cytosol`GO:0031901^cellular_component^early endosome membrane`GO:0098978^cellular_component^glutamatergic synapse`GO:0043231^cellular_component^intracellular membrane-bounded organelle`GO:0016020^cellular_component^membrane`GO:0005886^cellular_component^plasma membrane`GO:0098794^cellular_component^postsynapse`GO:0045296^molecular_function^cadherin binding`GO:0005509^molecular_function^calcium ion binding`GO:0042802^molecular_function^identical protein binding`GO:0031593^molecular_function^polyubiquitin modification-dependent protein binding`GO:0017124^molecular_function^SH3 domain binding`GO:0048268^biological_process^clathrin coat assembly`GO:0032456^biological_process^endocytic recycling`GO:0006897^biological_process^endocytosis`GO:0016197^biological_process^endosomal transport`GO:0006895^biological_process^Golgi to endosome transport`GO:0061024^biological_process^membrane organization`GO:0042059^biological_process^negative regulation of epidermal growth factor receptor signaling pathway`GO:0001921^biological_process^positive regulation of receptor recycling`GO:0098884^biological_process^postsynaptic neurotransmitter receptor internalization`GO:0019065^biological_process^receptor-mediated endocytosis of virus by host cell`GO:0042127^biological_process^regulation of cell population proliferation`GO:0016050^biological_process^vesicle organization`GO:0046718^biological_process^viral entry into host cell	GO:0016235^cellular_component^aggresome`GO:0030122^cellular_component^AP-2 adaptor complex`GO:0016324^cellular_component^apical plasma membrane`GO:0009925^cellular_component^basal plasma membrane`GO:0060170^cellular_component^ciliary membrane`GO:0030132^cellular_component^clathrin coat of coated pit`GO:0005905^cellular_component^clathrin-coated pit`GO:0005829^cellular_component^cytosol`GO:0031901^cellular_component^early endosome membrane`GO:0098978^cellular_component^glutamatergic synapse`GO:0043231^cellular_component^intracellular membrane-bounded organelle`GO:0016020^cellular_component^membrane`GO:0005886^cellular_component^plasma membrane`GO:0098794^cellular_component^postsynapse`GO:0045296^molecular_function^cadherin binding`GO:0005509^molecular_function^calcium ion binding`GO:0042802^molecular_function^identical protein binding`GO:0031593^molecular_function^polyubiquitin modification-dependent protein binding`GO:0017124^molecular_function^SH3 domain binding`GO:0048268^biological_process^clathrin coat assembly`GO:0032456^biological_process^endocytic recycling`GO:0006897^biological_process^endocytosis`GO:0016197^biological_process^endosomal transport`GO:0006895^biological_process^Golgi to endosome transport`GO:0061024^biological_process^membrane organization`GO:0042059^biological_process^negative regulation of epidermal growth factor receptor signaling pathway`GO:0001921^biological_process^positive regulation of receptor recycling`GO:0098884^biological_process^postsynaptic neurotransmitter receptor internalization`GO:0019065^biological_process^receptor-mediated endocytosis of virus by host cell`GO:0042127^biological_process^regulation of cell population proliferation`GO:0016050^biological_process^vesicle organization`GO:0046718^biological_process^viral entry into host cell	GO:0005515^molecular_function^protein binding	OFUSG12862.1	MITOTIC INTERACTOR AND SUBSTRATE OF PLK1 MISP FAMILY MEMBER	
OG0011682	riftia	GO:0020018^cellular_component^ciliary pocket membrane`GO:0005737^cellular_component^cytoplasm`GO:0005829^cellular_component^cytosol`GO:0005769^cellular_component^early endosome`GO:0030139^cellular_component^endocytic vesicle`GO:0010008^cellular_component^endosome membrane`GO:0005925^cellular_component^focal adhesion`GO:0043231^cellular_component^intracellular membrane-bounded organelle`GO:0005634^cellular_component^nucleus`GO:0048471^cellular_component^perinuclear region of cytoplasm`GO:0055038^cellular_component^recycling endosome membrane`GO:0005524^molecular_function^ATP binding`GO:0005509^molecular_function^calcium ion binding`GO:0005525^molecular_function^GTP binding`GO:0003676^molecular_function^nucleic acid binding`GO:0007596^biological_process^blood coagulation`GO:0060271^biological_process^cilium assembly`GO:0034498^biological_process^early endosome to Golgi transport`GO:0032456^biological_process^endocytic recycling`GO:0006897^biological_process^endocytosis`GO:0016197^biological_process^endosomal transport`GO:0090160^biological_process^Golgi to lysosome transport`GO:1901387^biological_process^positive regulation of voltage-gated calcium channel activity`GO:0051260^biological_process^protein homooligomerization`GO:0072659^biological_process^protein localization to plasma membrane`GO:0015031^biological_process^protein transport`GO:0001881^biological_process^receptor recycling`GO:1903779^biological_process^regulation of cardiac conduction`GO:0086036^biological_process^regulation of cardiac muscle cell membrane potential`GO:0055117^biological_process^regulation of cardiac muscle contraction`GO:1903358^biological_process^regulation of Golgi organization	GO:0020018^cellular_component^ciliary pocket membrane`GO:0005737^cellular_component^cytoplasm`GO:0005829^cellular_component^cytosol`GO:0005769^cellular_component^early endosome`GO:0030139^cellular_component^endocytic vesicle`GO:0010008^cellular_component^endosome membrane`GO:0005925^cellular_component^focal adhesion`GO:0043231^cellular_component^intracellular membrane-bounded organelle`GO:0005634^cellular_component^nucleus`GO:0048471^cellular_component^perinuclear region of cytoplasm`GO:0055038^cellular_component^recycling endosome membrane`GO:0005524^molecular_function^ATP binding`GO:0005509^molecular_function^calcium ion binding`GO:0005525^molecular_function^GTP binding`GO:0003676^molecular_function^nucleic acid binding`GO:0007596^biological_process^blood coagulation`GO:0060271^biological_process^cilium assembly`GO:0034498^biological_process^early endosome to Golgi transport`GO:0032456^biological_process^endocytic recycling`GO:0006897^biological_process^endocytosis`GO:0016197^biological_process^endosomal transport`GO:0090160^biological_process^Golgi to lysosome transport`GO:1901387^biological_process^positive regulation of voltage-gated calcium channel activity`GO:0051260^biological_process^protein homooligomerization`GO:0072659^biological_process^protein localization to plasma membrane`GO:0015031^biological_process^protein transport`GO:0001881^biological_process^receptor recycling`GO:1903779^biological_process^regulation of cardiac conduction`GO:0086036^biological_process^regulation of cardiac muscle cell membrane potential`GO:0055117^biological_process^regulation of cardiac muscle contraction`GO:1903358^biological_process^regulation of Golgi organization	GO:0005515^molecular_function^protein binding	RPACG00000011497.1	EH DOMAIN-CONTAINING PROTEIN 3	K12483
OG0011749							
OG0011749							
OG0011749							
OG0011749							
OG0011749	paraescarpia	
OG0011749	paraescarpia	
OG0011749	paraescarpia	
OG0011749	paraescarpia	
OG0011749	paraescarpia	
OG0011749	paraescarpia	
OG0011749	paraescarpia	
OG0011749	paraescarpia	
OG0011749	paraescarpia	
OG0011749	paraescarpia	
OG0011749	paraescarpia	
OG0011749	paraescarpia	
OG0011749	paraescarpia	
OG0011749	riftia	GO:0016021^cellular_component^integral component of membrane`GO:0043005^cellular_component^neuron projection`GO:0032589^cellular_component^neuron projection membrane`GO:0005886^cellular_component^plasma membrane`GO:0015485^molecular_function^cholesterol binding`GO:0050976^biological_process^detection of mechanical stimulus involved in sensory perception of touch`GO:0007638^biological_process^mechanosensory behavior`GO:1905789^biological_process^positive regulation of detection of mechanical stimulus involved in sensory perception of touch`GO:1905792^biological_process^positive regulation of mechanosensory behavior`GO:0009612^biological_process^response to mechanical stimulus	GO:0016021^cellular_component^integral component of membrane`GO:0043005^cellular_component^neuron projection`GO:0032589^cellular_component^neuron projection membrane`GO:0005886^cellular_component^plasma membrane`GO:0015485^molecular_function^cholesterol binding`GO:0050976^biological_process^detection of mechanical stimulus involved in sensory perception of touch`GO:0007638^biological_process^mechanosensory behavior`GO:1905789^biological_process^positive regulation of detection of mechanical stimulus involved in sensory perception of touch`GO:1905792^biological_process^positive regulation of mechanosensory behavior`GO:0009612^biological_process^response to mechanical stimulus	.	RPACG00000001144.1	GH04404P1	K17286
OG0011750							
OG0011750							
OG0011750							
OG0011750	lamellibrachia	.	.	.	FUN_005757-T1	NO HIT
OG0011750	lamellibrachia	.	.	.	FUN_013114-T1	NO HIT
OG0011750	lamellibrachia	.	.	.	FUN_017442-T1	MICROSOMAL DIPEPTIDASE FAMILY PROTEIN	
OG0011750	lamellibrachia	.	.	.	FUN_019351-T1	NO HIT
OG0011750	lamellibrachia	.	.	.	FUN_022527-T1	NO HIT
OG0011750	lamellibrachia	.	.	.	FUN_027289-T1	NO HIT
OG0011750	lamellibrachia	.	.	.	FUN_029919-T1	NO HIT
OG0011750	lamellibrachia	.	.	.	FUN_037719-T1	NO HIT
OG0011750	lamellibrachia	.	.	.	FUN_037835-T1	MICROSOMAL DIPEPTIDASE FAMILY PROTEIN	
OG0011750	lamellibrachia	.	.	.	FUN_039469-T1	NO HIT
OG0011750	paraescarpia	
OG0011750	paraescarpia	
OG0011750	riftia	.	.	.	RPACG00000001505.1	NO HIT
OG0011750	riftia	.	.	.	RPACG00000029435.1	NO HIT
OG0011757							
OG0011757							
OG0011757							
OG0011757	lamellibrachia	.	.	.	FUN_003164-T1	TONSOKU-LIKE PROTEIN	
OG0011757	lamellibrachia	.	.	.	FUN_009683-T1	NACHT LRR AND CARD DOMAINS-CONTAINING	
OG0011757	lamellibrachia	.	.	.	FUN_013684-T1	NO HIT
OG0011757	lamellibrachia	.	.	.	FUN_031248-T1	NACHT LRR AND CARD DOMAINS-CONTAINING	
OG0011757	lamellibrachia	.	.	.	FUN_031280-T1	TONSOKU-LIKE PROTEIN	
OG0011757	lamellibrachia	.	.	.	FUN_031644-T1	SUBFAMILY NOT NAMED	
OG0011757	lamellibrachia	.	.	GO:0005515^molecular_function^protein binding	FUN_002379-T1	NACHT LRR AND CARD DOMAINS-CONTAINING	
OG0011757	lamellibrachia	.	.	GO:0005515^molecular_function^protein binding	FUN_002466-T1	NO HIT
OG0011757	lamellibrachia	.	.	GO:0005515^molecular_function^protein binding	FUN_003163-T1	RAN GTPASE-ACTIVATING PROTEIN 1	
OG0011757	lamellibrachia	.	.	GO:0005515^molecular_function^protein binding	FUN_011110-T1	TONSOKU-LIKE PROTEIN	
OG0011757	lamellibrachia	.	.	GO:0005515^molecular_function^protein binding	FUN_022190-T1	RAN GTPASE-ACTIVATING PROTEIN 1	
OG0011757	lamellibrachia	.	.	GO:0005515^molecular_function^protein binding	FUN_032026-T1	RAN GTPASE-ACTIVATING PROTEIN 1	
OG0011757	paraescarpia	
OG0011757	riftia	.	.	GO:0005515^molecular_function^protein binding	RPACG00000010264.1	RAN GTPASE-ACTIVATING PROTEIN 1	
OG0011757	riftia	.	.	.	RPACG00000029401.1	SUBFAMILY NOT NAMED	K14716
OG0011766							
OG0011766							
OG0011766							
OG0011766							
OG0011766	owenia	"GO:0005634^cellular_component^nucleus`GO:0003677^molecular_function^DNA binding`GO:0046872^molecular_function^metal ion binding`GO:0006355^biological_process^regulation of transcription DNA-templated"	"GO:0005634^cellular_component^nucleus`GO:0003677^molecular_function^DNA binding`GO:0046872^molecular_function^metal ion binding`GO:0006355^biological_process^regulation of transcription DNA-templated"	GO:0003676^molecular_function^nucleic acid binding	OFUSG11892.1	ZINC FINGER AND BTB DOMAIN-CONTAINING	K09228
OG0011766	owenia	"GO:0005634^cellular_component^nucleus`GO:0003677^molecular_function^DNA binding`GO:0046872^molecular_function^metal ion binding`GO:0006355^biological_process^regulation of transcription DNA-templated"	"GO:0005634^cellular_component^nucleus`GO:0003677^molecular_function^DNA binding`GO:0046872^molecular_function^metal ion binding`GO:0006355^biological_process^regulation of transcription DNA-templated"	GO:0003676^molecular_function^nucleic acid binding	OFUSG11894.1	IP01015P-RELATED	K09228
OG0011766	owenia	"GO:0005634^cellular_component^nucleus`GO:0003677^molecular_function^DNA binding`GO:0046872^molecular_function^metal ion binding`GO:0006355^biological_process^regulation of transcription DNA-templated"	"GO:0005634^cellular_component^nucleus`GO:0003677^molecular_function^DNA binding`GO:0046872^molecular_function^metal ion binding`GO:0006355^biological_process^regulation of transcription DNA-templated"	GO:0003676^molecular_function^nucleic acid binding	OFUSG11896.1	ZINC FINGER PROTEIN	K09228
OG0011766	owenia	"GO:0005634^cellular_component^nucleus`GO:0003677^molecular_function^DNA binding`GO:0046872^molecular_function^metal ion binding`GO:0006355^biological_process^regulation of transcription DNA-templated"	"GO:0005634^cellular_component^nucleus`GO:0003677^molecular_function^DNA binding`GO:0046872^molecular_function^metal ion binding`GO:0006355^biological_process^regulation of transcription DNA-templated"	GO:0003676^molecular_function^nucleic acid binding	OFUSG11898.1	ZINC FINGER PROTEIN	K09228
OG0011766	owenia	"GO:0005634^cellular_component^nucleus`GO:0003677^molecular_function^DNA binding`GO:0046872^molecular_function^metal ion binding`GO:0006355^biological_process^regulation of transcription DNA-templated"	"GO:0005634^cellular_component^nucleus`GO:0003677^molecular_function^DNA binding`GO:0046872^molecular_function^metal ion binding`GO:0006355^biological_process^regulation of transcription DNA-templated"	GO:0003676^molecular_function^nucleic acid binding	OFUSG11899.1	ZINC FINGER PROTEIN	K09228
OG0011766	owenia	GO:0005634^cellular_component^nucleus`GO:0003700^molecular_function^DNA-binding transcription factor activity`GO:0046872^molecular_function^metal ion binding`GO:0043565^molecular_function^sequence-specific DNA binding`GO:0030154^biological_process^cell differentiation`GO:0008283^biological_process^cell population proliferation	GO:0005634^cellular_component^nucleus`GO:0003700^molecular_function^DNA-binding transcription factor activity`GO:0046872^molecular_function^metal ion binding`GO:0043565^molecular_function^sequence-specific DNA binding`GO:0030154^biological_process^cell differentiation`GO:0008283^biological_process^cell population proliferation	GO:0003676^molecular_function^nucleic acid binding	OFUSG11874.1	IP01388P-RELATED	K09537
OG0011766	owenia	"GO:0005634^cellular_component^nucleus`GO:0046872^molecular_function^metal ion binding`GO:0000976^molecular_function^transcription regulatory region sequence-specific DNA binding`GO:0060669^biological_process^embryonic placenta morphogenesis`GO:0001701^biological_process^in utero embryonic development`GO:0000122^biological_process^negative regulation of transcription by RNA polymerase II`GO:0045892^biological_process^negative regulation of transcription DNA-templated"	"GO:0005634^cellular_component^nucleus`GO:0046872^molecular_function^metal ion binding`GO:0000976^molecular_function^transcription regulatory region sequence-specific DNA binding`GO:0060669^biological_process^embryonic placenta morphogenesis`GO:0001701^biological_process^in utero embryonic development`GO:0000122^biological_process^negative regulation of transcription by RNA polymerase II`GO:0045892^biological_process^negative regulation of transcription DNA-templated"	GO:0003676^molecular_function^nucleic acid binding	OFUSG11895.1	IP01015P-RELATED	K09228
OG0011766	owenia	"GO:0005634^cellular_component^nucleus`GO:0046872^molecular_function^metal ion binding`GO:0000976^molecular_function^transcription regulatory region sequence-specific DNA binding`GO:0060669^biological_process^embryonic placenta morphogenesis`GO:0001701^biological_process^in utero embryonic development`GO:0000122^biological_process^negative regulation of transcription by RNA polymerase II`GO:0045892^biological_process^negative regulation of transcription DNA-templated"	"GO:0005634^cellular_component^nucleus`GO:0046872^molecular_function^metal ion binding`GO:0000976^molecular_function^transcription regulatory region sequence-specific DNA binding`GO:0060669^biological_process^embryonic placenta morphogenesis`GO:0001701^biological_process^in utero embryonic development`GO:0000122^biological_process^negative regulation of transcription by RNA polymerase II`GO:0045892^biological_process^negative regulation of transcription DNA-templated"	GO:0003676^molecular_function^nucleic acid binding	OFUSG11897.1	GROWTH FACTOR-INDEPENDENT 1A TRANSCRIPTION REPRESSOR B-RELATED	K09228
OG0011766	owenia	"GO:0005634^cellular_component^nucleus`GO:0046872^molecular_function^metal ion binding`GO:0000976^molecular_function^transcription regulatory region sequence-specific DNA binding`GO:0060669^biological_process^embryonic placenta morphogenesis`GO:0001701^biological_process^in utero embryonic development`GO:0000122^biological_process^negative regulation of transcription by RNA polymerase II`GO:0045892^biological_process^negative regulation of transcription DNA-templated"	"GO:0005634^cellular_component^nucleus`GO:0046872^molecular_function^metal ion binding`GO:0000976^molecular_function^transcription regulatory region sequence-specific DNA binding`GO:0060669^biological_process^embryonic placenta morphogenesis`GO:0001701^biological_process^in utero embryonic development`GO:0000122^biological_process^negative regulation of transcription by RNA polymerase II`GO:0045892^biological_process^negative regulation of transcription DNA-templated"	GO:0003676^molecular_function^nucleic acid binding	OFUSG11900.1	ZINC FINGER AND BTB DOMAIN-CONTAINING	K09228
OG0011766	owenia	GO:0005730^cellular_component^nucleolus`GO:0005654^cellular_component^nucleoplasm`GO:0005634^cellular_component^nucleus`GO:0003677^molecular_function^DNA binding`GO:0046872^molecular_function^metal ion binding`GO:0007049^biological_process^cell cycle`GO:0051301^biological_process^cell division`GO:0072707^biological_process^cellular response to sodium dodecyl sulfate`GO:0043066^biological_process^negative regulation of apoptotic process`GO:1901989^biological_process^positive regulation of cell cycle phase transition`GO:0051781^biological_process^positive regulation of cell division`GO:0008284^biological_process^positive regulation of cell population proliferation`GO:0045648^biological_process^positive regulation of erythrocyte differentiation`GO:0033674^biological_process^positive regulation of kinase activity`GO:0045654^biological_process^positive regulation of megakaryocyte differentiation`GO:0010468^biological_process^regulation of gene expression	GO:0005730^cellular_component^nucleolus`GO:0005654^cellular_component^nucleoplasm`GO:0005634^cellular_component^nucleus`GO:0003677^molecular_function^DNA binding`GO:0046872^molecular_function^metal ion binding`GO:0007049^biological_process^cell cycle`GO:0051301^biological_process^cell division`GO:0072707^biological_process^cellular response to sodium dodecyl sulfate`GO:0043066^biological_process^negative regulation of apoptotic process`GO:1901989^biological_process^positive regulation of cell cycle phase transition`GO:0051781^biological_process^positive regulation of cell division`GO:0008284^biological_process^positive regulation of cell population proliferation`GO:0045648^biological_process^positive regulation of erythrocyte differentiation`GO:0033674^biological_process^positive regulation of kinase activity`GO:0045654^biological_process^positive regulation of megakaryocyte differentiation`GO:0010468^biological_process^regulation of gene expression	GO:0003676^molecular_function^nucleic acid binding	OFUSG11877.1	GROWTH FACTOR-INDEPENDENT 1A TRANSCRIPTION REPRESSOR B-RELATED	K09228
OG0011766	riftia	GO:0005634^cellular_component^nucleus`GO:0003677^molecular_function^DNA binding`GO:0046872^molecular_function^metal ion binding	GO:0005634^cellular_component^nucleus`GO:0003677^molecular_function^DNA binding`GO:0046872^molecular_function^metal ion binding	GO:0003676^molecular_function^nucleic acid binding	RPACG00000004671.1	IP01015P-RELATED	K09228
OG0011783							
OG0011783							
OG0011783							
OG0011783							
OG0011783	osedax	.	.	.	OFRAG00000001081.1	NO HIT
OG0011783	osedax	.	.	.	OFRAG00000001291.1	NO HIT
OG0011783	osedax	.	.	.	OFRAG00000001292.1	GDSL LIPASE/ACYLHYDROLASE PUTATIVE (AFU_ORTHOLOGUE AFUA_2G00510)-RELATED	
OG0011783	osedax	.	.	.	OFRAG00000004433.1	NO HIT
OG0011783	osedax	.	.	.	OFRAG00000004916.1	NO HIT
OG0011783	osedax	.	.	.	OFRAG00000004917.1	NO HIT
OG0011783	osedax	.	.	.	OFRAG00000004918.1	NO HIT
OG0011783	osedax	.	.	.	OFRAG00000007450.1	NO HIT
OG0011783	osedax	.	.	.	OFRAG00000007457.1	LIPASE-LIKE	
OG0011783	osedax	.	.	.	OFRAG00000012435.1	NO HIT
OG0011783	osedax	.	.	.	OFRAG00000012507.1	NO HIT
OG0011783	osedax	.	.	.	OFRAG00000014132.1	GDSL LIPASE/ACYLHYDROLASE PUTATIVE (AFU_ORTHOLOGUE AFUA_2G00510)-RELATED	
OG0011783	osedax	.	.	.	OFRAG00000014313.1	NO HIT
OG0011783	osedax	.	.	.	OFRAG00000014314.1	NO HIT
OG0011783	riftia	.	.	.	RPACG00000035563.1	NO HIT
OG0011852							
OG0011852							
OG0011852	capitella			\tCapteT129711	K18047	
OG0011852	lamellibrachia	GO:0005737^cellular_component^cytoplasm`GO:0017017^molecular_function^MAP kinase tyrosine/serine/threonine phosphatase activity`GO:0051019^molecular_function^mitogen-activated protein kinase binding`GO:0004721^molecular_function^phosphoprotein phosphatase activity`GO:0004725^molecular_function^protein tyrosine phosphatase activity`GO:0008330^molecular_function^protein tyrosine/threonine phosphatase activity`GO:0000188^biological_process^inactivation of MAPK activity`GO:0035970^biological_process^peptidyl-threonine dephosphorylation`GO:0035335^biological_process^peptidyl-tyrosine dephosphorylation`GO:0006470^biological_process^protein dephosphorylation`GO:0072718^biological_process^response to cisplatin`GO:0030587^biological_process^sorocarp development	GO:0005737^cellular_component^cytoplasm`GO:0017017^molecular_function^MAP kinase tyrosine/serine/threonine phosphatase activity`GO:0051019^molecular_function^mitogen-activated protein kinase binding`GO:0004721^molecular_function^phosphoprotein phosphatase activity`GO:0004725^molecular_function^protein tyrosine phosphatase activity`GO:0008330^molecular_function^protein tyrosine/threonine phosphatase activity`GO:0000188^biological_process^inactivation of MAPK activity`GO:0035970^biological_process^peptidyl-threonine dephosphorylation`GO:0035335^biological_process^peptidyl-tyrosine dephosphorylation`GO:0006470^biological_process^protein dephosphorylation`GO:0072718^biological_process^response to cisplatin`GO:0030587^biological_process^sorocarp development	GO:0008138^molecular_function^protein tyrosine/serine/threonine phosphatase activity`GO:0016311^biological_process^dephosphorylation	FUN_006071-T1	DUAL-SPECIFICITY PROTEIN PHOSPHATASE SDP1-RELATED	K18047
OG0011852	owenia	GO:0005737^cellular_component^cytoplasm`GO:0004721^molecular_function^phosphoprotein phosphatase activity`GO:0004725^molecular_function^protein tyrosine phosphatase activity`GO:0008138^molecular_function^protein tyrosine/serine/threonine phosphatase activity`GO:0043407^biological_process^negative regulation of MAP kinase activity`GO:0006470^biological_process^protein dephosphorylation`GO:0072718^biological_process^response to cisplatin`GO:0030587^biological_process^sorocarp development	GO:0005737^cellular_component^cytoplasm`GO:0004721^molecular_function^phosphoprotein phosphatase activity`GO:0004725^molecular_function^protein tyrosine phosphatase activity`GO:0008138^molecular_function^protein tyrosine/serine/threonine phosphatase activity`GO:0043407^biological_process^negative regulation of MAP kinase activity`GO:0006470^biological_process^protein dephosphorylation`GO:0072718^biological_process^response to cisplatin`GO:0030587^biological_process^sorocarp development	GO:0008138^molecular_function^protein tyrosine/serine/threonine phosphatase activity`GO:0016311^biological_process^dephosphorylation	OFUSG10424.1	DUAL-SPECIFICITY PROTEIN PHOSPHATASE SDP1-RELATED	K13044
